position,link,title,source,date,snippet,thumbnail
52,https://news.ubc.ca/2025/05/whats-next-for-canada-in-the-tariff-landscape/,What’s next for Canada in the tariff landscape?,UBC News,"May 15, 2025","Two months after U.S. tariffs took effect, UBC Sauder's Sam Roscoe breaks down the impact on Canadian industries—and what's needed to stay competitive...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00772e3eece0f5363cc7909dc665e56749a54452a638a116c1b.jpeg
53,https://www.businesstimesintl.com/asean/tariff-shift-opens-doors-vietnams-steel-risks-loom,"Tariff shift opens doors for Vietnam’s steel, but risks loom",www.businesstimesintl.com,"May 30, 2025","Tariff shift opens doors for Vietnam's steel, but risks loom ... To protect domestic producers, Vietnam imposes anti-dumping duties on Chinese steel. To protect...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00798304180725d32f72b4a2f8fb18dfbf99e1f7f48cdfb1211.jpeg
54,https://www.deccanherald.com/india/india-may-reassess-us-trade-deal-strategy-3563800,India to Reassess US Trade Deal Strategy Amid Trump Tariff Uncertainty,Deccan Herald,"May 29, 2025","“With the Trump tariffs standing on shaky legal ground, India must pause and reassess its negotiation strategy before committing to an FTA that could...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007155d624ab235fecfa55cccc6a41f2b3797f455be626f7b60.jpeg
55,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-29-2025?gaa_at=eafs&gaa_n=ASWzDAji7eTrAGqxBOaEJpl8ntfytPER6x8A123AZSTVDYogeWkTsi0ndy7W&gaa_ts=688ca824&gaa_sig=3Qxg8qADNDp_iHXxYJ8gisNoy8bvmFSixR-tkOJJTuzd7SLNOqwt52GQXTZtMXBtpa5icE8NbiMfCJBaUn-EvQ%3D%3D,"Stock Market News, May 29, 2025: Stocks Edge Higher; Court Stays Ruling Blocking Trump's Tariffs",The Wall Street Journal,"May 29, 2025","A federal trade court struck down President Trump's most sweeping tariffs. By Thursday afternoon, stocks had pared gains.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070391e0f47ccce6a40f08dad26e351e8859c9b51fafe828fe.jpeg
56,https://www.bbc.com/news/articles/c4g2j45d5zeo,De minimis changes: 'I freaked out and spent $400 online',BBC,"May 9, 2025",How consumers are reacting to shipping changes that mean low-value packages entering the US no longer avoid tariffs.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b4224b6ddf199e729d85d29b21963caa9ba5f615c64ede7e.jpeg
57,https://www.wbtv.com/2025/05/30/us-inflation-gauge-cools-with-little-sign-tariff-impact-so-far/,"US inflation gauge cools with little sign of tariff impact, so far",WBTV,"May 30, 2025","A key U.S. inflation gauge slowed last month as President Donald Trump's tariffs have yet to noticeably push up prices, while American incomes jumped.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0073f0cfe9604618037227ec78ca961726e7b0e625336372d65.jpeg
58,https://www.abc.net.au/news/2025-05-05/donald-trump-foreign-movies-tariff/105253020,Local film industry's future in doubt as Trump announces 'chilling' tariffs,Australian Broadcasting Corporation,"May 5, 2025",Donald Trump announces 100 per cent tariffs on movies 'produced in foreign lands' ... Has Video Duration: 5 minutes 7 seconds. ... US President Donald Trump has...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007cd18c6b9be4e1a5eb0485a42f7a02d697b054e812632588c.jpeg
59,https://news.sky.com/story/trade-war-trump-floats-china-tariff-cut-to-80-ahead-of-talks-13364410,Trade war: Trump floats China tariff cut to 80% ahead of talks,Sky News,"May 10, 2025",Trade war: Trump floats China tariff cut to 80% ahead of talks. The prospects for some kind of breakthrough between the US and China is playing out on financial...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c2d09bbb4de632a21c0948829222a76921bbff8afc44f393.jpeg
60,https://globalnews.ca/news/11175552/us-china-tariff-pause-explained/,Why the U.S.-China tariff pause could signal ‘good news’ for Canadians,Global News,"May 12, 2025",Why the U.S.-China tariff pause could signal 'good news' for Canadians ... The United States and China have agreed to roll back most of their recent tariffs and...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00792cf3f66dfafc7b48af08c03b4a55ed25b46a21e7d1030a3.jpeg
61,https://cosmeticsbusiness.com/space-nk-temporarily-suspends-us-orders-amid-trump-s,Space NK temporarily suspends US orders amid Trump’s tariff headache,Cosmetics Business,"May 1, 2025",Space NK temporarily suspends US orders amid Trump's tariff headache ... Space NK has temporarily suspended orders to the US as it navigates US President Donald...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0075f20de987990fe088443ab3f50059db60c1f3391ca1b71b5.jpeg
62,https://www.thestreet.com/crypto/policy/trump-hints-at-china-trip-after-tariff-cuts,Trump hints at China trip after tariff cuts,TheStreet,"May 18, 2025",Trump hints at China visit after US-China slash tariffs in surprise truce — Bitcoin eyes next move amid global optimism...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00790994f7f537bc8b79a2b55a5fac8663694dfbd2650bd02b8.jpeg
63,https://www.hindustantimes.com/technology/apple-may-pay-25-tariff-on-iphones-instead-of-making-them-in-the-us-report-101748235417815.html,Apple may pay 25% tariff on iPhones instead of making them in the US: Report,Hindustan Times,"May 26, 2025",Apple is being threatened by the government that they will have to pay a 25% tariff on iPhones which are imported to the US.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00722fffc3a18cc24b582d6e2b74761e60c21c3511ec60a66f7.jpeg
64,https://www.reuters.com/world/asia-pacific/taiwan-april-export-orders-beat-forecasts-outlook-cautious-us-tariffs-2025-05-20/,"Taiwan April export orders beat forecasts, but outlook cautious on US tariffs",Reuters,"May 20, 2025","Taiwan's export orders rose more than expected in April, as customers stockpiled the island's technology products ahead of worldwide tariffs.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b0234b4b9e66b665caf38524d93d7150de3d99c51696099b.jpeg
65,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Japan-prepares-for-more-US-tariff-talks-after-G7-meeting-next-week,Japan prepares for more US tariff talks after G7 meeting next week,Nikkei Asia,"May 16, 2025","Japan and the US are arranging a third round of tariff negotiations to take place this month, with lead Japanese negotiator Ryosei Akazawa set to visit America...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072613aedb5e8497b3b0568a94e99b18d5ff38e8a30cf40421.jpeg
66,https://www.abc.net.au/news/2025-05-14/why-the-us-tariff-pause-is-not-a-reset/105287962,'Chinese Dream' vs 'America First': What's really behind the tariff war,Australian Broadcasting Corporation,"May 13, 2025","The 90-day tariff truce between China and the US is seen as a relief and an optimistic message for the world, at the heart of the stand-off is a clash between...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0075ff6b5c2e5e166ccc125985912a9ce4522764b9d40344c56.jpeg
67,https://indianexpress.com/article/explained/explained-economics/tariff-tracker-may-20-a-prospective-india-us-trade-deal-trump-admin-flip-flops-10017562/,"Tariff Tracker, May 20: A prospective India-US trade deal, Trump admin flip-flops",The Indian Express,"May 20, 2025","India aims to finalise the terms of an interim trade deal with the US, effective before Trump's tariff pause ends in July. Elsewhere, the fate of countries that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007bcc8a82a5868955a3bcac63b5124e131118b87b56cf77fba.jpeg
68,https://nypost.com/2025/05/06/us-news/first-us-china-trade-talks-to-take-place-in-switzerland/,First US-China trade talks to take place in Switzerland,New York Post,"May 6, 2025","The first major meeting between US and Chinese officials since President Trump slapped massive tariffs on China will take place in Switzerland this weekend,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c39a58e18cc132340c31a9aeb32fd20970782b5f99a192dc.jpeg
69,https://www.thestreet.com/automotive/ford-loses-its-last-cheap-vehicle-to-tariffs,Ford loses its last cheap vehicle to tariffs,TheStreet,"May 11, 2025","Ford loses last sub-$30,000 truck to tariffs. The Ford Maverick, an entry-level pickup, is now priced at $29,845 after delivery; however, after paying taxes,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007501c015b21f194d0f6b8c608c983a24cc6eff83c3901830c.jpeg
70,https://www.hindustantimes.com/world-news/us-news/china-low-value-package-tariff-exemption-ends-but-questions-remain-over-us-collections-101746158583924.html,China low-value package tariff exemption ends but questions remain over US collections - Hindustan Times,Hindustan Times,"May 2, 2025","The Trump administration ended US duty-free access for low-value shipments from China and Hong Kong on Friday, removing the ""de minimis"" exemptions.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072ee86bed5feb5fbdee30f35a3e58ec5048a5ac33a414e536.jpeg
71,https://www.abc.net.au/news/2025-05-13/trump-china-tariffs-capitulation-markets-respond/105285374,"No matter how he spins it, this is a major capitulation from Trump",Australian Broadcasting Corporation,"May 13, 2025",Trump capitulation a positive sign for investors. Trump's first major step-down was when he put in place a 90-day pause on reciprocal tariffs on all countries...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0077acb50d675960482d05dca1f63193170583543fd4f2b2e44.jpeg
72,https://www.bloomberg.com/news/articles/2025-05-13/bessent-says-eu-may-have-a-collective-action-problem-on-trade,"EU Plagued by ‘Collective Action Problem’ on Trade, Bessent Says",Bloomberg,"May 13, 2025","US Treasury Secretary Scott Bessent said the European Union suffers from a “collective action problem” that's hampering trade negotiations, downplaying the...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a3603c64fbb0493608e10b9d663720b6e760526a9587109a.jpeg
73,https://globalnews.ca/news/11159811/donald-trump-tariffs-auto-canada-cusma-may/,"Canada auto parts get Trump tariff exemption under CUSMA, U.S. says",Global News,"May 1, 2025",Share Close ... Canadian auto parts traded under North American free trade rules will be exempted from U.S. President Donald Trump's 25 per cent auto tariffs due...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079c40a20a14de320efae6930223fe543e89dde5e1aa4ac707.jpeg
74,https://finance.yahoo.com/video/tariff-rollbacks-wont-undo-severely-103040476.html,Tariff rollbacks won't undo 'severely bruised' trust in US,Yahoo Finance,"May 14, 2025","The tariff fight is back in focus just months into Trump's second term. Jay Pelosky, TPW Advisory founder, joins Morning Brief to discuss the overall impact...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007f5dea6f20a12e8af9c9c83b4f57b1de702583a4195961d5c.jpeg
75,https://www.aol.com/first-boats-carrying-chinese-goods-155423244.html,The first boats carrying Chinese goods with 145% tariffs are arriving in LA. Shipments are cut in half. Expect shortages soon,AOL.com,"May 6, 2025",The first boats carrying Chinese goods with 145% tariffs are arriving in LA. Shipments are cut in half. Expect shortages soon ... American consumers are on the...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079efb3a6d7caf93d363fe40c1ccfc4342c2e57f4806406dc3.jpeg
76,https://table.media/en/europe/news-en/trade-with-the-us-uncertainty-grows-as-tariff-court-battle-unfolds,Trade with the US: Uncertainty grows as tariff court battle unfolds.,Table.Media,"May 29, 2025","In a dramatic reversal, a US appeals court reinstated Donald Trump's ""Liberation Day"" tariffs last night, just hours after th...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ec937533add73e32fa29c66dc34898f82937c6f6794da5a5.jpeg
77,https://edition.cnn.com/2025/05/13/economy/us-cpi-consumer-inflation-april,"Inflation slowed more than expected in April, despite tariff-related price pressures building",CNN,"May 13, 2025","US inflation slowed to its lowest rate in more than four years, an unexpected and welcome development at a time when President Donald Trump's dramatically...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070d09ca09c6a79d47f1ed33cd3433c757b0b4ff3d218d090f.jpeg
78,https://www.bbc.co.uk/news/articles/c15ng4g5g0eo,"UK-US tariff deal: Cars, steel and beef - what you need to know",BBC,"May 8, 2025",Car tariffs cut. The executive order signed by Trump will cut the tariff paid by US-based firms on imports of British cars. The president had imposed a 25% tax...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007dff7670d60f8da05d335afba463c7edfa294cbffd459c10c.jpeg
79,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Japan-objects-to-US-trade-proposal-leaving-tariffs-on-autos-steel,"Japan objects to US trade proposal leaving tariffs on autos, steel",Nikkei Asia,"May 3, 2025","The proposal focused mainly on the Trump administration's ""reciprocal"" tariffs, indicating that the U.S. is unwilling to reduce its tariffs on autos, steel and...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c58fb8540bd43a07ee0d913b39bb83345b171b88af5b7a61.jpeg
80,https://thestarphoenix.com/business/how-canada-mexico-could-grow-trade-u-s-tariff-fallout,How Canada and Mexico could grow trade amid U.S. tariff fallout,The Star Phoenix,"May 23, 2025","In 2024, Canada exported $434-billion worth of goods to the U.S., according to the United Nations COMTRADE Database. In comparison, Canada exported $8.6-billion...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0078014369b7876b19e6ab7ef34634e393911a6dfeb881f1aa1.jpeg
81,https://hongkongfp.com/2025/05/14/us-slashes-tariffs-on-small-parcels-from-hong-kong-mainland-china/,"US slashes tariffs on small parcels from Hong Kong, mainland China",Hong Kong Free Press HKFP,"May 14, 2025","US slashes tariffs on small parcels from Hong Kong, mainland China. The duty for goods sent from mainland China and Hong Kong worth under US$800 (HK$6,230) is...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00763acd1ff13bb54f43a36efeca4c48323f6e85752498229eb.jpeg
82,https://www.bbc.co.uk/news/articles/cd7g0v53227o,"Trump's tariffs 'not going away', top adviser says",BBC,"Jun 1, 2025",The president's plan - where countries face between 11% to more than 100% tariffs on goods brought into the US - was announced in April. But the majority of the...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007778894df866f1c589e6582f10625570ae46f0900414ec05d.jpeg
83,https://www.cnbctv18.com/market/commodities/trumps-50-steel-and-aluminium-tariff-may-not-hurt-india-but-global-sentiment-at-risk-19613482.htm,Trump’s 50% steel tariff may not hurt India but could weigh on global sentiment,CNBC TV18,"May 31, 2025","In 2024, the US imported 28 million tonnes of steel and 5.4 million tonnes of aluminium, most of it from Canada. ... US President Donald Trump has announced that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00784f5646f4ae8eea59927ebc421be397c365ccccbb8fe6b45.jpeg
84,https://www.msn.com/en-us/news/news/content/ar-AA1CrT5H?ocid=sapphireappshare,Penguins targeted by Trump tariffs now have a (viral) social media account,MSN,"May 11, 2025","Trump has slapped a 10 per cent tariff on an Australian territory with no human inhabitants: the Heard and McDonald Islands, two of the most remote places on...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a3781421ac54924a311060cd254a9e6f583e92fe9303438a.jpeg
85,https://www.hindustantimes.com/world-news/us-news/we-won-t-stop-walmart-reacts-to-trumps-order-to-eat-the-tariffs-heres-what-happens-next-101747823062862.html,‘We won’t stop': Walmart reacts to Trump's order to ‘eat the tariffs’; here's what happens next - Hindustan Times,Hindustan Times,"May 21, 2025","Walmart reacts to Trump's warning. When asked about Trump's statement, Walmart spokesperson Joe Pennington told USA Today: “We have always worked to keep our...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ec05781d7148edd2ad1d61460ec454cf7be9cf455f469d2c.jpeg
86,https://www.businesstimesintl.com/asean/indonesias-pertamina-eyes-more-us-crude-oil-amid-trade-negotiations-and-tariff-uncertainty,Indonesia’s Pertamina eyes more US crude oil amid trade negotiations and tariff uncertainty,The Business Times,"May 7, 2025","[JAKARTA] Indonesian state energy giant Pertamina is exploring the possibility of sourcing more crude oil from the US, in a move that comes amid ongoing trade...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b41ca7e9c94b8b9bbf313da05e1c44d0659b7c8540cfdf34.jpeg
87,https://www.bbc.co.uk/news/articles/cjwqy6welewo,Trump tariff ruling doesn't really change US-UK deal,BBC,"May 29, 2025",The ruling does block Trump's imposition of blanket tariffs of 10% on other UK goods entering the US - such as products like salmon and whisky. So how that part...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b63d16a61eae4d1c68051c2e75556c2461cc7e2f60299928.jpeg
88,https://www.hindustantimes.com/world-news/donald-trump-claims-india-ready-to-cut-tariff-on-us-goods-but-deal-may-be-delayed-no-rush-101747440026668.html,"Donald Trump claims India willing to cut 100% tariffs on US goods, 'but…'",Hindustan Times,"May 17, 2025","US President Donald Trump claimed that India offered to remove all tariffs on American goods, but added that he was in no rush to formalise a trade deal despite...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070c03100515a09d7cde16fa8ac3693329efb992ddc96371b5.jpeg
89,https://www.hindustantimes.com/india-news/defending-tariff-policy-trade-access-helped-halt-indo-pak-war-us-govt-tells-court-101748456871595.html,"Tariff policy: Trade access helped halt Indo-Pak war, US govt tells court",Hindustan Times,"May 29, 2025",The United States government has told a court that any ruling impeding President Donald Trump's use of emergency powers to invoke tariffs would imperil foreign...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00794ac1921987ebd64dd179e8afbb5beb1cbf1093a6e20977f.jpeg
90,https://www.hindustantimes.com/world-news/us-news/trump-administration-may-add-temporary-tariffs-of-up-to-15-report-101748568766126.html,Trump administration may add temporary tariffs of up to 15% using existing law: Report - Hindustan Times,Hindustan Times,"May 30, 2025","The Trump administration is thinking about putting temporary tariffs on many goods from around the world, according to a report from the Wall Street Journal on...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0071f4f2096cd06c98cdddf1d2b7033e3aff814e9ab3caca8f2.jpeg
91,https://www.aljazeera.com/video/newsfeed/2025/5/7/us-central-bank-trump-tariffs-causing-great-deal-of,US central bank: Trump tariffs causing ‘great deal of uncertainty’,Al Jazeera,"May 7, 2025",US Federal Reserve Chair Jerome Powell said that Donald Trump's tariffs are creating “a great deal of uncertainty.”,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070df03c1904fff665414ed4ce28b63fdf09ddf22aeaf3133f.jpeg
92,https://www.cbc.ca/player/play/video/9.6750641,Manitoba film sector braces for impact as Trump vows movie tariff,CBC,"May 6, 2025","Manitoba film sector braces for impact as Trump vows movie tariff ... Some in Manitoba's film industry are worried about tariffs, after President Donald Trump...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007d53f026516b7d70e4cc17c9e0ca8e201626edc7f489fe7d9.jpeg
93,https://vietnamnews.vn/economy/1717309/viet-nam-s-economy-needs-restructuring-amid-us-tariff-shifts.html,Việt Nam’s economy needs restructuring amid US tariff shifts,vietnamnews.vn,"May 9, 2025","It is not only time for Việt Nam to prepare solutions to respond to changes and impacts from the US reciprocal tariff policy, but also an opportunity to...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079358987dd20115d2b0fdbf8602766e61943be1e6f448186c.jpeg
94,https://www.hindustantimes.com/world-news/how-xi-jinpings-stance-helped-china-get-nearly-all-of-its-core-demands-with-us-trade-deal-tariff-war-donald-trump-101747099888234.html,Xi Jinping's defiance against Donald Trump paid off for China: Report | World News - Hindustan Times,Hindustan Times,"May 13, 2025","The US and China announced their decision to lower tariffs on each other's products for a period of 90 days, proving that Xi Jinping's firm stance against...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a50e33b398be6c387a460a59c49e1cf6007543aef6a8e77a.jpeg
95,https://www.abc.net.au/news/2025-05-31/trump-steel-tariffs-double-to-50-per-cent/105361374,Trump says he plans to double steel tariffs to 50pc,Australian Broadcasting Corporation,"May 30, 2025",What's next? The dramatic increase is set to take effect on June 4. ... US President Donald Trump says he plans to increase tariffs on foreign steel imports from...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007f87b95be8d29e260be5f2298748374e00501f1d8ee4fe682.jpeg
96,https://www.theatlantic.com/newsletters/archive/2025/05/taco-donald-trump-wall-street-tariffs/682994/,The TACO Presidency,The Atlantic,"May 30, 2025",Wall Street seems to have finally figured out Donald Trump—and it may be too late.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007d89a66e73dd04e15e3955a6b46e4e0efe9d5c7016a0adf36.jpeg
97,https://www3.nhk.or.jp/nhkworld/en/news/backstories/4000/,What does the US-China tariff deal mean for Japan?,NHK,"May 13, 2025","What does the US-China tariff deal mean for Japan? ... The US and China have struck an initial trade deal, agreeing on a 90-day pause on most of the tariffs both...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007688fb1a73dd2d2e89bcf255d0f60933decc957914dfadc24.jpeg
98,https://www.bbc.co.uk/news/articles/ce3v1lgw2llo,Filmmakers in Soho voice concerns on President Trump film tariffs,BBC,"May 11, 2025","Trump film tariffs may cause 'fear and unrest' ... US President Donald Trump has threatened to apply a 100% charge against movies made in foreign countries, as he...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c09fa9c53cb5903b854d0b99eeffbecd70516920a8acee19.jpeg
99,https://www.hindustantimes.com/world-news/us-news/morning-bid-europe-courtroom-twists-add-to-tariff-risks-101748579521181.html,MORNING BID EUROPE-Courtroom twists add to tariff risks - Hindustan Times,Hindustan Times,"May 30, 2025",President Donald Trump's tariffs are more on-again than off-again as we head into the end of a dramatic week of courtroom surprises.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ff8b6856f6f9f98dd0984959388329e874ad31ba80f128e2.jpeg
100,https://www.cbc.ca/player/play/video/9.6747010,How have console prices changed during the tariff war?,CBC,"May 2, 2025","How have console prices changed during the tariff war? ... The price of Nintendo's newest console, the Switch 2, is causing backlash in the gaming community. At...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00793a7656d8f5c45a4ddee1610069da9be3bf6cba8b0401efc.jpeg
1,https://www.abc.net.au/news/2025-05-31/trump-steel-tariffs-double-to-50-per-cent/105361374,Trump says he plans to double steel tariffs to 50pc,Australian Broadcasting Corporation,"May 30, 2025",What's next? The dramatic increase is set to take effect on June 4. ... US President Donald Trump says he plans to increase tariffs on foreign steel imports from...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362ea447b581cc24f831a7807457364f39d99f4f18b7d22dd41.jpeg
2,https://www.cbc.ca/news/canada/toronto/us-tariff-ontario-committed-to-workers-1.7547258,"Ford government reacts to latest U.S. tariff twist, vowing to protect Ontario workers",CBC,"May 29, 2025","Ontario government officials say the province remains committed to protecting workers and the economy, after a U.S. court quashed some of President Donald...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73629533b4673a3a616273f4dcfb16c7e945ee9ebf58bfdc215c.jpeg
3,https://www.theatlantic.com/newsletters/archive/2025/05/taco-donald-trump-wall-street-tariffs/682994/,The TACO Presidency,The Atlantic,"May 30, 2025",Wall Street seems to have finally figured out Donald Trump—and it may be too late.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73622e68e242401e529d72fb483aa4b1a5a1811e98742f5a7408.jpeg
4,https://www3.nhk.or.jp/nhkworld/en/news/backstories/4000/,What does the US-China tariff deal mean for Japan?,NHK,"May 13, 2025","What does the US-China tariff deal mean for Japan? ... The US and China have struck an initial trade deal, agreeing on a 90-day pause on most of the tariffs both...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736229e08e86ec0f782eb2ca10c864842cb0d629f4da95c6e71f.jpeg
5,https://www.bbc.co.uk/news/articles/ce3v1lgw2llo,Filmmakers in Soho voice concerns on President Trump film tariffs,BBC,"May 11, 2025","Trump film tariffs may cause 'fear and unrest' ... US President Donald Trump has threatened to apply a 100% charge against movies made in foreign countries, as he...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362c706d77b07630c5664693e47fd04cafe55ce2d03e759fe52.jpeg
6,https://www.hindustantimes.com/world-news/us-news/morning-bid-europe-courtroom-twists-add-to-tariff-risks-101748579521181.html,MORNING BID EUROPE-Courtroom twists add to tariff risks - Hindustan Times,Hindustan Times,"May 30, 2025",President Donald Trump's tariffs are more on-again than off-again as we head into the end of a dramatic week of courtroom surprises.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736260ff6301a4ea3f8f9d184a0d4927c23ccb3d5067fe6d5cb3.jpeg
7,https://www.cbc.ca/player/play/video/9.6747010,How have console prices changed during the tariff war?,CBC,"May 2, 2025","How have console prices changed during the tariff war? ... The price of Nintendo's newest console, the Switch 2, is causing backlash in the gaming community. At...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73624b4574d17c6483ef393066dd6af0ea978dba087e02cbbba9.jpeg
8,https://www.news18.com/world/donald-trump-says-india-willing-to-cut-100-tariff-on-us-imports-but-no-hurry-to-9340671.html,Donald Trump Says India Willing To Cut 100% Tariff On US Imports: 'But No Hurry To...',News18,"May 17, 2025",US President Donald Trump highlighted India as a country where he intends to lower trade barriers for US exports ... US President Donald Trump on Friday said that...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73620c60823455191857c7a4995e827c41f43ce459b245beadea.jpeg
9,https://www.davy.ie/market-and-insights/insights/investing-insights/2025/unfairness-and-trumps-tariff-policy.html,Unfairness and Trump's tariff policy,Davy,"May 12, 2025",Trump's reciprocal Tariffs – which may be anything but. He has justified them on the basis of trade being unfair and the US being taken advantage of.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362d3cd09671c48832059444d954b970d0020577d4bc4aa1afe.jpeg
10,https://www.news18.com/world/groceries-detergents-diapers-get-costlier-as-trumps-tariff-bite-american-consumers-9353264.html,"Groceries, Detergents, Diapers Get Costlier As Trump's Tariff Bite American Consumers",News18,"May 27, 2025","Adidas, the major sportswear and footwear company, indicated that prices in the US could increase amid continued uncertainty over President Trump's evolving...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73626d7142f0b370a5b52635f3572cf838dd4bcaa9a852d6fe73.jpeg
11,https://www.nbcpalmsprings.com/2025/07/26/trade-war-turmoil-courts-clash-over-trump-tariffs-amid-business-uncertainty-california-us-and-world,Trade War Turmoil: Courts Clash Over Trump Tariffs Amid Business Uncertainty California US and World,NBC Palm Springs,"May 30, 2025",Conflicting court rulings on Trump's tariffs leave U.S. trade policies in limbo. Small businesses face major uncertainty as legal battles unfold.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362694a0dd9afd0ebbea205e0677ce5a4693c2153b98bc5ed06.jpeg
12,https://m.economictimes.com/news/international/world-news/eu-threatens-countermeasures-over-trumps-steel-tariffs-hike/articleshow/121544537.cms,EU threatens countermeasures over Trump's steel tariffs hike,The Economic Times,"Jun 1, 2025","The EU is preparing countermeasures in response to the increased tariffs, which they believe will harm consumers and businesses.",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362ef8d5096ddec06f5578a3df450c85acf421efb8c17b52b51.jpeg
13,https://www.nj.com/politics/2025/05/another-economic-sign-trump-is-failing-with-cost-of-living.html,Another economic sign Trump is failing with cost of living,NJ.com,"May 28, 2025",the price of almost all everyday goods — with the exception of gas — is rising and is expected to keep rising as Trump plays his peek-a-boo tariff game...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73626518a64822cf3a6e9f7036bb67522b4f0cacf1beacac251c.jpeg
