position,link,title,source,date,snippet,thumbnail
88,https://www.cbc.ca/news/world/china-tariffs-us-trump-1.7507719,China hits back at Trump's tariff hike with 125% duties on U.S. goods,CBC,"Apr 11, 2025","Beijing on Friday increased its tariffs on U.S. imports to 125 per cent, hitting back against U.S. President Donald Trump's decision to hike duties on Chinese...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb0bd5a26a2244cffa7430d538bd24aff691a06c3323ff0f92.jpeg
89,https://www.aol.com/news/trump-says-china-panicked-tariff-135209123.html,Trump says China ‘panicked’ with tariff response,AOL.com,"Apr 4, 2025",Trump says China 'panicked' with tariff response ... President Trump on Friday chastised China after Beijing responded to major U.S. tariffs with equal duties of...,https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb593a8697a54eeba6baaa02023936577af1aac53594eb1e8f.jpeg
90,https://www.hindustantimes.com/world-news/donald-trump-reciprocal-tariffs-april-5-a-10-points-guide-april-2-liberation-day-us-101743647888075.html,Donald Trump's reciprocal tariffs to kick in from April 5: A 10-point guide | World News - Hindustan Times,Hindustan Times,"Apr 3, 2025",Donald Trump's reciprocal tariffs to kick in from April 5: A 10-point guide · US President Trump announced a 10% universal tariff on most imported goods along...,https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb64bd5cc1357be4eba8b977fad277de3272ee4238e2e24872.jpeg
91,https://www.thestreet.com/economy/ceos-now-say-this-about-tariff-impact,CEOs finally see tariffs clearly — here's what they're saying,TheStreet,"Apr 26, 2025","CEOs warn about effects of Trump tariffs. In a September 2024 interview with MSNBC, Harris highlighted notable economists' prediction that Trump's economic plan...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb836d3ff36486d5496186f6b1cc551900ce9ba4565c42fb52.jpeg
92,https://www.politico.eu/article/musk-hopes-us-eu-get-to-zero-tariff-situation/,"Musk hopes US, EU get to ‘zero-tariff situation’",POLITICO.eu,"Apr 6, 2025",Tesla CEO and U.S. government official Elon Musk on Saturday backed eventually ending all tariffs and creating a free-trade zone between the U.S. and the...,https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bbacb72edbaddfdc2256b4851d50f4fddcb5effae0c6dd35f0.jpeg
93,https://www.abc.net.au/news/2025-04-10/donald-trump-announces-90-day-pause-on-reciprocal-tariffs/105158842,"Trump backs away from biggest tariffs, but hits China with 125pc rate",Australian Broadcasting Corporation,"Apr 9, 2025","In short: Less than 14 hours after Donald Trump's ""reciprocal tariffs"" took effect, he announced a 90-day pause, reducing the higher-rate tariffs to 10 per cent...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb0e024027b5437497c809443313bc2a892224f4b227b5ca3f.jpeg
94,https://www.cbc.ca/news/world/trump-liberation-day-tariffs-1.7499250,"Red, white and bruised: World braces for battery of Trump tariffs on Wednesday",CBC,"Apr 1, 2025","In just a few days, Donald Trump is promising to use tariffs to, in his view, liberate his country from foreign goods by imposing tariffs that will target all...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb2e55aaa78541ff280d8ab006cba3fde6c768010eed6035bd.jpeg
95,https://www.cnbc.com/2025/04/04/trump-tariff-live-updates-retaliation-trade-war.html,"Trump tariffs fallout: China retaliates, Vietnam talks, U.S. markets melt down",CNBC,"Apr 4, 2025","Trump slapped China with an additional 34% duty Wednesday, bringing the total tax on goods from the nation to 54%, and hit Vietnam with a 46% tariff. The levy...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb8a96e79ea18c440a78a4eabf205e50bcb86e6b0dd948d03d.jpeg
96,https://www.cnbc.com/2025/04/17/could-india-be-a-hedge-against-trade-wars-and-tariffs.html,Could India be a hedge against trade wars and tariffs?,CNBC,"Apr 17, 2025","Several new patterns have emerged, and one shows that investors are viewing India as a hedge against a potential future flux in trade flows.",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bbb6758d719f82a974ed43a5704a1f2ddd3af414e197fd8012.jpeg
97,https://www.nbcwashington.com/video/news/consumer/white-house-blasts-amazon-consideration-of-listing-tariff-price-hikes-on-app-subsection/3902422/,White House blasts Amazon consideration of listing tariff price hikes on app subsection,NBC4 Washington,"Apr 29, 2025","Amazon considered listing import charges for some products on a subsection of the site and app, sparking fury from the White House. News4's Susan Hogan...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb936d845d87b9868745cc7926a16f95d49c674b1ac9a7307b.jpeg
98,https://www.thewrap.com/stocks-trump-tariff-drop/,"Wall Street Whiplash: Media, Tech Stocks Bounce as Tariff Uncertainty Continues",TheWrap,"Apr 7, 2025","Sign Up to Breaking News. Daily updates of the most vital industry news in Hollywood. Email (required). By clicking Sign Up, you agree to receive...",https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb8348e6ea33bdd0c14c130c29d541d8b2cd8efe202cf3c225.jpeg
99,https://apnews.com/live/stock-markets-economy-tariffs-updates,US stock market closed lower after Trump’s latest tariff threats,AP News,"Apr 7, 2025",U.S. stocks ended another tumultuous day lower as markets reel from President Donald Trump's latest threats to crank his tariffs higher.,https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb04306df0814e026e5262a7aacc74c936b6411728a3d1b800.jpeg
100,https://www.abc.net.au/news/2025-04-04/how-were-trumps-tariffs-calculated/105136808,Wondering how Trump's new tariffs were calculated? It will shock you,Australian Broadcasting Corporation,"Apr 4, 2025",A child could do the calculation the Trump administration used to generate the huge tariff rates it's applying to its trading partners.,https://serpapi.com/searches/688ca4e488aca4552c96e299/images/addd7b872e8aa9bb03c48d7ceaccfded9af0f047a85dcb1f2347089111848a96.jpeg
1,https://www.watchtime.com/brands/wristwatch-industry-news/swiss-watch-exports-to-be-subject-to-a-31-tariff,Swiss (Watch) Exports to Be Subject to a 31% Tariff,WatchTime,"Apr 3, 2025","Under the 1977 International Emergency Powers Act, Donald Trump announced a sweeping new set of reciprocal tariffs on Wednesday As a result, imports from...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556e65e30ee1c5529f2dc2988425bfdca576e04eff79234ef3f.jpeg
2,https://www.forbes.com/sites/antoniopequenoiv/2025/04/09/trump-says-deal-to-avoid-tiktok-ban-is-still-on-the-table-after-hiking-tariffs-against-china/,Trump: TikTok Deal Still ‘On The Table’ Despite Hike Of China Tariffs,Forbes,"Apr 9, 2025",The Trump administration sought to secure a TikTok deal with China by last Friday's deadline before it announced another extension for the platform's potential...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556afbd4e36c51e0a0c26c8fff2b050396670a09898ae95dd50.jpeg
3,https://www.hindustantimes.com/world-news/us-news/you-wont-believe-the-origin-story-of-donald-trumps-tariffs-plan-101744120086742.html,You won't believe the origin story of Donald Trump's tariffs plan - Hindustan Times,Hindustan Times,"Apr 9, 2025","The economics professor that Peter Navarro has long invoked to justify his obsession with tariffs, is a “made-up person,” she stressed. “He is a fictional...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55695e90d02b0bfea9987b1ddafdcb97e6fe71186b37017fa57.jpeg
4,https://www.bloomberg.com/news/articles/2025-04-09/china-raises-tariffs-on-us-goods-to-84-as-trade-rift-escalates,China Raises Tariffs on US Goods to 84% as Rift Escalates,Bloomberg,"Apr 9, 2025","The Chinese government will impose an 84% tariff on all imports from the US starting April 10, the Finance Ministry said in a statement Wednesday. China's move...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5564f9d3156916f7851f0b7f74f7a12f71491ec6ce009f877e9.jpeg
5,https://www.hindustantimes.com/world-news/us-news/musk-to-zuckerberg-heres-how-much-money-trumps-tech-bros-made-after-tariff-pause-101744244656990.html,Musk to Zuckerberg: Here's how much money Trump's tech bros made after tariff pause - Hindustan Times,Hindustan Times,"Apr 10, 2025",How did Trump's tech bros do? The largest individual gainer from Trump's pause announcement was Elon Musk's Tesla Inc. The tech billionaire added $36 billion to...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5569cc16f34856c4e92067eef3ca1a3c99278efc0efe471cc55.jpeg
6,https://www.independent.co.uk/news/world/americas/us-politics/trump-tariffs-pause-report-stock-market-b2729068.html,Seesaw day ends with Dow down as Trump’s tariff reports send stock markets on wild swings,The Independent,"Apr 7, 2025",Seesaw day ends with Dow down as Trump's tariff reports send stock markets on wild swings · Claims that Kevin Hassett said Donald Trump is considering a 90-day...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5568f451bf4a773c7789986fcae27097d320fdd728c8cb5f5ae.jpeg
7,https://www.abc.net.au/news/2025-04-09/under-trump-tariffs-here-how-world-could-look-in-coming-years/105150824,"Under Trump's tariffs, here's how the world could look in the near future",Australian Broadcasting Corporation,"Apr 9, 2025",A series of policies have up-ended the global trade system and wiped trillions of dollars of value from the face of the Earth.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5567746fc14bb3009a9b1a6dc40178eecd733fe5d809d84849e.jpeg
8,https://www.hindustantimes.com/world-news/us-news/which-countries-are-likely-to-be-hit-the-hardest-by-donald-trumps-reciprocal-tariffs-101743485753061.html,Which countries are likely to be hit the hardest by Donald Trump's 'reciprocal tariffs'? - Hindustan Times,Hindustan Times,"Apr 1, 2025","On Sunday, Donald Trump said reciprocal tariffs would include “all countries” rather than a group of 10 to 15 countries with the biggest trade imbalances.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556ab7ac8f4d7e8b42358bd20d7b9f184cabfc717bde6ceaf09.jpeg
9,https://www.abc.net.au/news/2025-04-03/donald-trump-tariffs-reciprocal-trade-announcement/105125434,"Trump puts tariffs of at least 10pc on imports, including from Australia",Australian Broadcasting Corporation,"Apr 2, 2025",In short: Donald Trump's newest round of tariffs mean virtually all imports to the US — including from Australia — will be hit with an import tax of at least 10...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55632f7405bf1f43e5bb17188a77e5f1f398631ce2e5c8faa52.jpeg
10,https://www.gov.uk/government/speeches/statement-by-the-trade-secretary-on-us-tariffs,Statement by the Trade Secretary on US Tariffs,GOV.UK,"Apr 3, 2025",The United States announced a 10% reciprocal tariff on UK exports and have today imposed a 25% global tariff on cars.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f802f688d14647534c9aa4dec3f04903827ab648a24446db.jpeg
11,https://www.foxnews.com/politics/senate-fails-reject-trumps-national-emergency-tariffs-republicans-splinter,Vance breaks key tie after Senate fails to reject Trump's national emergency on tariffs,Fox News,"Apr 30, 2025","The disapproval resolution failed 49-49, with three Republicans joining all Democrats present in attempting to throw a wrench in Trump's tariff plans. After...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d9e941a496a498db5a6308a89d5ba406e865efd2969b1c14.jpeg
12,https://www.reuters.com/markets/south-africas-rand-gains-report-anc-may-scrap-vat-hike-2025-04-14/,South Africa's rand gains on report ANC may scrap VAT hike,Reuters,"Apr 14, 2025","The South African rand firmed on Monday, boosted by a news report that the country's biggest political party may back down on a plan to raise value-added...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556999761056fa0fc682055b01cba4e8bb7345b8d68d2ba1103.jpeg
13,https://www.unilad.com/news/politics/canadian-prime-minister-uturn-donald-trump-tariffs-709903-20250410,Canadian prime minister makes surprising U-turn as Donald Trump announces 90-day tariff pause on other nations,UNILAD,"Apr 10, 2025",Mark Carney says the 'stakes have never been higher' for Canada ... Canada's prime minister has made a surprising U-turn in light of Donald Trump's announcement...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5566adf67dc6c3f39f0da028585033a7a6322dac4cc4b5a92da.jpeg
14,https://www.abc.net.au/news/2025-04-09/us-trade-presentative-defends-trumps-tariff-on-australia/105154814,Trump's trade chief says US 'should be running up the score on Australia',Australian Broadcasting Corporation,"Apr 9, 2025",In short: US trade chief Jamieson Greer has defended the Trump administration's 10 per cent tariff on Australia regardless of the countries' free trade...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556b60101da54ab8173a510d1c8db975ad4e543526ef4785bcc.jpeg
15,https://www.fool.com/investing/2025/04/06/the-nasdaq-composite-takes-the-tariff-tumble-inves/,The Nasdaq Composite Takes the Tariff Tumble. Investors Could Learn This Valuable Lesson.,The Motley Fool,"Apr 6, 2025","Widespread tariffs have turned the Nasdaq Composite on its head. The catalyst may change throughout history, but market downturns are normal.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5566bbc38fd295bc59527cb1f949d688b151254f5f189a870f1.jpeg
16,https://www.hindustantimes.com/world-news/us-news/mcdonald-islands-fumed-penguins-arrive-at-white-house-trumps-10-tariff-sparks-bizarre-memes-on-internet-101743702994700.html,McDonald Island's Penguins arrive at WH? Trump's 10% tariff sparks outrage on Internet: ‘Is THIS what you voted for?’ - Hindustan Times,Hindustan Times,"Apr 4, 2025","A group of isolated, deserted volcanic islands close to Antarctica, which are inhabited by penguins, have been hit with a 10% goods duty along with the...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55628ab2dea2fc0d22fdb9254d67e275e1c7828e84a9b68a487.jpeg
17,https://www.hindustantimes.com/world-news/china-readies-to-fight-to-the-end-against-trumps-tariff-europe-plans-counterattack-101744109880719.html,"China readies to 'fight to the end' against Trump's tariff, Europe plans counterattack | World News - Hindustan Times",Hindustan Times,"Apr 8, 2025","China readies to 'fight to the end' against Trump's tariff, Europe plans counterattack · China remains firm amid escalating trade war with the US, rejecting...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f5a1e778f6692a74e5b27354a8693c769986bf5d5b34125c.jpeg
18,https://www.hindustantimes.com/world-news/not-a-friend-s-act-will-fight-how-world-reacted-to-donald-trumps-sweeping-reciprocal-tariffs-101743644299462.html,‘Not a friend’s act… will fight’: How world reacted to Donald Trump's sweeping reciprocal tariffs | World News - Hindustan Times,Hindustan Times,"Apr 3, 2025","""The (Trump) administration's tariffs have no basis in logic and they go against the basis of our two nations' partnership. This is not the act of a friend.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d2c0266173d33805a15e945c5bf8c50ae613db36e1c70261.jpeg
19,https://www.hindustantimes.com/india-news/how-will-trump-s-reciprocal-tariffs-affect-india-the-impact-on-vital-sectors-explained-101743682048391.html,"How will Trump’s reciprocal tariffs affect India, the impact on vital sectors, explained",Hindustan Times,"Apr 3, 2025","Most analysts expected sectors such as electronics and smartphones, gems and jewellery, fisheries, and textiles and apparel to be most hurt by the 27% tariff.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f319c559588498512d2b43c2ad3b6fedaac5aabb4f98b262.jpeg
20,https://www.hindustantimes.com/world-news/donald-trumps-tariff-liberation-day-today-india-other-countries-prepare-for-impact-10-points-101743556506542.html,"Donald Trump's tariff 'Liberation Day' today, India, other countries prepare for impact | 10 points | World News - Hindustan Times",Hindustan Times,"Apr 2, 2025","President Donald Trump's administration is expected to announce new “reciprocal tariffs” on April 2 (early Thursday in India), though the White House provided...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55618d22c91d3441c71a35772f9569919371d8431df173bea84.jpeg
21,https://www.hindustantimes.com/world-news/us-news/singapore-pm-lawrence-wong-calls-for-zero-tariffs-in-asean-to-take-on-trump-s-trade-duties-we-are-better-resourced-101744872014685.html,Singapore PM calls for zero tariffs in ASEAN to take on Trump’s trade duties: ‘We are better resourced’ - Hindustan Times,Hindustan Times,"Apr 17, 2025",Singapore Prime Minister Lawrence Wong on Wednesday said stronger economic integration among ASEAN countries is essential.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556cb6dc13d98bfcbdf7046cc32e12ac7a79d8033f05183082b.jpeg
22,https://www.cbc.ca/news/politics/livestory/carney-says-canada-will-fight-back-as-trump-takes-trade-war-to-the-world-9.6708337,Carney says Canada will fight back as Trump takes trade war to the world,CBC,"Apr 3, 2025","Prime Minister Mark Carney, speaking from Parliament Hill on Wednesday, says Canada will act with 'purpose and with force' to fight new US tariffs.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556a70e420dcecc93f08a9db7fd78b2e54f01693578ad845f19.jpeg
23,https://www.forbes.com/sites/daniellechemtob/2025/04/09/forbes-daily-trumps-latest-tariffs-now-in-effect-as-markets-reel/,Forbes Daily: Trump’s Latest Tariffs Now In Effect As Markets Reel,Forbes,"Apr 9, 2025","With President Donald Trump's 104% tariffs on Chinese imports now in effect, Americans could see about $418 billion in additional costs this year if imports...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556eea3101ea14f36a7f4a6d4989411427cfbf938abbc45a69d.jpeg
24,https://www.fxstreet.com/analysis/calm-before-the-storm-as-all-eyes-on-us-liberation-day-tariff-announcements-by-us-pres-trump-202504020544,Calm before the storm as all eyes on US “Liberation Day” tariff announcements by US Pres Trump,FXStreet,"Apr 2, 2025",- Little action in quiet Asian trading for equities and currencies as the entire financial and trading world gears up for the US tariff announcement to be given...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556cd96829d645fe49351a87b81f5f99821a7daf73860f1513b.jpeg
25,https://www.straitstimes.com/world/united-states/trump-announces-reciprocal-tariffs-as-he-ratchets-up-trade-war,"Trump’s sweeping tariffs amp up global trade war as China, EU vow response",The Straits Times,"Apr 2, 2025","President Donald Trump's decision to slap a 10 per cent tariff on most good s imported to the United States, as well as higher duties on dozens of countries...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55648ae2685768eb24f7823ebde4a4aec5fd65f97b715faae49.jpeg
26,https://www.theguardian.com/politics/2025/apr/05/keir-starmer-orders-uk-economic-reset-amid-donald-trumps-tariff-mayhem,Keir Starmer orders UK economic reset amid Donald Trump’s tariff mayhem,The Guardian,"Apr 5, 2025","Keir Starmer is preparing to rethink key elements of the government's economic policy in an emergency response to Donald Trump's tariff blitz, amid growing...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5564764ff540a71c480e87a13ed906416f66de04df0566513b3.jpeg
27,https://www.abc.net.au/news/2025-04-03/australian-beef-singled-out-in-donald-trumps-liberation-tariffs/105120998,Australian beef singled out as Donald Trump outlines latest tariffs,Australian Broadcasting Corporation,"Apr 2, 2025",In short: US President Donald Trump has singled out Australian beef exports during a speech confirming a 10 per cent tariff on all Australian products.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5563937f03ead9335fce830edb499db211ea0ad94d3411b10f3.jpeg
28,https://www.hindustantimes.com/world-news/chinas-84-retaliatory-tariffs-unfortunate-beijing-should-come-to-table-us-101744200192474.html,US reacts to China's 84% tariff tit-for-tat move: 'Beijing should come to table' | World News - Hindustan Times,Hindustan Times,"Apr 9, 2025","China imposes 84% tariffs on US. Just a while ago, the Chinese finance ministry announced that it was imposing additional tariffs of 84 per cent, up from the...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55612a5fd2e7df1dcf16a3a37f3ad52f25fe5e43d0f003d3871.jpeg
29,https://www.aol.com/falling-mortgage-rates-offer-bright-120002669.html,Falling mortgage rates offer a bright spot amid tariff chaos — but the trade war creates new hazards,AOL.com,"Apr 7, 2025","According to data from Mortgage News Daily, the 30-year fixed rate dropped from 6.75% to 6.55% between Wednesday and Friday, hitting the lowest level since...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55689588dcf9ca13718c67dc6f7fb3df79685e2e822757dbdb6.jpeg
30,https://www.hindustantimes.com/world-news/us-news/china-to-ban-hollywood-movies-foreign-ministry-addresses-tariff-retaliation-rumors-declares-our-stance-is-clear-101744156795666.html,"China to ban Hollywood movies? Foreign Ministry addresses tariff retaliation rumors, declares ‘our stance is clear’ - Hindustan Times",Hindustan Times,"Apr 9, 2025","Amid the ongoing US-China tariff war, two prominent Chinese bloggers—Liu Hong and 'Chairman Rabbit'—released a ""list of measures"" that Chinese authorities are...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556334d4f87c3318d3305a009d0d65d60a6afc5d346db7ab98e.jpeg
31,https://www.bloomberg.com/news/articles/2025-04-03/trump-tariffs-set-to-zap-nearly-2-trillion-from-us-stock-market,Trump Tariffs Wipe Out $2 Trillion From US Stock Market,Bloomberg,"Apr 3, 2025",Roughly $2.5 trillion was erased from the S&P 500 Index on Thursday amid worries that President Donald Trump's sweeping new round of tariffs could plunge the...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d034b80bb8046d08bd578b8f6a45dc6814da3637da4bb22b.jpeg
32,https://www.aljazeera.com/video/newsfeed/2025/4/4/us-federal-reserve-warns-of-inflation-unemployment-from-trump-tariffs,"US Federal Reserve warns of inflation, unemployment from Trump tariffs",Al Jazeera,"Apr 4, 2025","The US now faces a higher risk of inflation and increased unemployment because of Trump's global tariffs, warns the Fed.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556644421f29c5d223d1489e1cc64f575f7f066e85f137e9459.jpeg
33,https://www.hindustantimes.com/world-news/how-did-canada-mexico-escape-donald-trumps-april-2-reciprocal-tariffs-101743641794031.html,"How did Russia, Canada, North Korea escape Donald Trump's April 2 reciprocal tariffs? | World News - Hindustan Times",Hindustan Times,"Apr 3, 2025",US President Donald Trump's reciprocal tariff announcements on Wednesday left Canada and Mexico breathing a sigh of relief Wednesday as they were excluded from...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556dbe39d76aacf5dd61083b83d821a6b1f372d77e53684a649.jpeg
34,https://www.bbc.co.uk/news/articles/cm257z1y2q9o,"Trump tariffs: 'Worst offenders' around world face high import taxes, says White House",BBC,"Apr 2, 2025","The measure introduces a new 34% tariff on goods from China, on top of an existing 20% levy, bringing total duties to at least 54%.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556098a0884813d7376bed6ec30a4924d7f8c639fa2e6348f6e.jpeg
35,https://unherd.com/newsroom/trumps-tariff-war-with-china-risks-backfiring/?lang=us,Trump’s tariff war with China risks backfiring,UnHerd,"Apr 10, 2025","In 1792, Lord Macartney was sent by King George III to establish trade relations with the Chinese Emperor, Qianlong. But after a lengthy journey and the...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f7225d57dae0a3a78463ea0a2f5e99e6d9fc312f01b86df0.jpeg
36,https://www.aol.com/rand-paul-issues-dire-warning-132517452.html,Rand Paul Issues Dire Warning To Fellow Republicans About Trump Tariffs,AOL.com,"Apr 3, 2025",GOP Sen. Rand Paul (above)...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556a4200f473b61eb301245b7d409e88c98b63cc2c1d426afe8.jpeg
37,https://www.hindustantimes.com/world-news/how-did-donald-trump-admin-calculate-reciprocal-tariffs-for-countries-details-here-101743667599361.html,How did Donald Trump admin calculate reciprocal tariffs for countries? Details here | World News - Hindustan Times,Hindustan Times,"Apr 3, 2025","According to an analysis of the USTR done by Bloomberg, the formula takes a country's trade surplus with the United States and divides it by its total exports,...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556ec8cde220f62306a1f7d1fa7a41c10eb4a9cc40be87e67f5.jpeg
38,https://www.hindustantimes.com/world-news/china-hits-back-at-donald-trump-with-84-retaliatory-tariff-on-us-goods-report-101744196785281.html,China hits back at Donald Trump with 84% retaliatory tariff on US goods,Hindustan Times,"Apr 10, 2025","Beijing on Wednesday hit back at Donald Trump's 104 per cent tariffs with its own additional tariffs of 84 per cent, up from the previous 34 per cent, on all...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d2abfed322c9c94fa0e176d66c11301b9d34a1178a3265ee.jpeg
39,https://www.hindustantimes.com/world-news/us-news/ahead-of-uss-reciprocal-tariffs-trump-vows-national-liberation-day-celebration-101743594995811.html,"Ahead of US's reciprocal tariffs, Trump vows national ‘Liberation Day’ celebration - Hindustan Times",Hindustan Times,"Apr 2, 2025","Trump, a staunch advocate of “equal and reciprocal tariffs”, declared 'Liberation Day' a public holiday, marking the US's break from dependence on foreign...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556cdce857419b7d3645e3c9b6bfc6b6948ee133dd592fdc01a.jpeg
40,https://www.aol.com/finance/trump-canada-mexico-25-tariffs-124500550.html,"Trump’s Canada-Mexico 25% tariffs are now raising prices for car parts. Will your auto insurance increase, too?",AOL.com,"Apr 5, 2025",The cost of full-coverage car insurance in the US could increase by 8% on average this year if Trump persists on 25% import tariffs on car parts made in Mexico...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556a214ad604427b98c20409686b679487af22c7122c4ee94ae.jpeg
41,https://www.cbc.ca/player/play/video/9.6711299,Trump brushes off tariff-related market chaos: ‘It’s going very well’,CBC,"Apr 3, 2025",Trump brushes off tariff-related market chaos: 'It's going very well' ... U.S. President Donald Trump and his allies are defending his sweeping 'Liberation Day'...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55654864184852d02325ac7972bdc0b90f6a67427b672499297.jpeg
42,https://uk.news.yahoo.com/uk-tariffs-us-products-full-list-trump-trade-102707526.html,"The full list of 8,000 US products the UK could impose tariffs on",Yahoo.co,"Apr 4, 2025","Electric appliances. Vacuum cleaners, hair clippers, electric shavers. Microwaves, cookers, heaters, speakers and record players. DVDs, storage devices and...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55657e45bf5575df556580aad28c6c2422ae86149efb0480022.jpeg
43,https://m.economictimes.com/news/international/us/after-hiking-china-tariffs-to-54-donald-trump-dangles-tiktok-deal-as-bargaining-chip-says-he-will-slash-duties-for-phenomenal-offer/articleshow/120018316.cms,"After hiking China tariffs to 54%, Donald Trump dangles TikTok deal as bargaining chip, says he will slash",The Economic Times,"Apr 5, 2025","After hiking China tariffs to 54%, Donald Trump dangles TikTok deal as bargaining chip, says he will slash duties for phenomenal offer ... US President Donald...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55640b789c259b03fbd64f7108d31b3cf13bd62b18c29dc759b.jpeg
44,https://www.hindustantimes.com/world-news/us-news/wall-street-recover-losses-trump-tariff-us-stock-market-dow-jones-nasdaq-april-8-101744121262209.html,"Wall Street recovers from Trump tariff shock, US stock market indices open higher - Hindustan Times",Hindustan Times,"Apr 8, 2025",US stock markets on Tuesday bounced back to recover their historic losses after Monday saw a global downturn due to President Donald Trump's tariff...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556c323a102f13812149633c918fb5b69b2c9f211d03b221b92.jpeg
45,https://www.hindustantimes.com/world-news/us-news/bangladesh-seeks-3-month-pause-on-us-tariffs-vows-to-support-trumps-agenda-101744030471082.html,"Bangladesh seeks 3-month pause on US tariffs, vows to support Trump's agenda - Hindustan Times",Hindustan Times,"Apr 7, 2025","Bangladesh's interim leader, Muhammad Yunus, on Monday requested US President Donald Trump to allow a three-month pause on the 37 percent tariffs imposed on the...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5567f7e7cefccfcb929af6578fe15250f81e81139228420aae7.jpeg
