position,link,title,source,date,snippet,thumbnail
53,https://www.thehindu.com/news/international/donald-trumps-latest-tariff-deadline-is-approaching-here-are-the-trade-deals-the-us-has-announced-so-far/article69876595.ece,"Trump tariff: Donald Trump’s latest tariff deadline is approaching, here are the trade deals the US has announced so far",The Hindu,1 day ago,"Donald Trump's tariff deadlines loom as trade deals with countries like South Korea, the EU, and Japan are reached.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef4ea49ec9e921b83293b1cd127c6c17cb26d8e8ccaa8fe6ce.jpeg
54,https://www.cnbc.com/2025/07/14/trump-trade-russia-ukraine.html,Trump threatens 100% tariffs on Russian export buyers unless Ukraine peace deal is reached by September,CNBC,2 weeks ago,"President Donald Trump on Monday threatened to impose ""secondary tariffs"" on Russia's trade partners ""at about 100%"" if President Vladimir Putin does not agree...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef8bd0250a9075d98649e00b1a3ec0f99a38e5f8d256246303.jpeg
55,https://www.nytimes.com/2025/07/31/opinion/tariffs-economy-inflation-recession.html,Opinion | The Tariffs Kicked In. The Sky Didn’t Fall. Were the Economists Wrong?,The New York Times,1 day ago,"Way back in April, when President Trump unveiled his plans for steep tariffs against the United States' trading partners, some Democrats were publicly...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6eff0e3a5f1496fa9713a62c229b1a79ad34e6af63c8d377690.jpeg
56,https://www.theguardian.com/us-news/2025/jul/12/trump-tariffs-eu-mexico,Donald Trump announces 30% tariffs on goods from the EU and Mexico,The Guardian,3 weeks ago,Donald Trump announces 30% tariffs on goods from the EU and Mexico ... Donald Trump announced on Saturday that goods imported from both the European Union and...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efb32222deb620c1d19b6200830a90d9d2ddf8c7e8e7c5921a.jpeg
57,https://www.ft.com/content/906832fc-1b57-4042-b5fb-44618a64c35d,US adds 40% tariff on Brazil and places sanctions on judge trying Bolsonaro,Financial Times,1 day ago,The US has imposed steep tariffs on Brazil and sweeping financial sanctions on the nation's supreme court judge trying former president and Donald Trump...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efa018709a10a6b6b2960d0f7033bc2d7fa1af561bd0267cb9.jpeg
58,https://apnews.com/article/canada-tariffs-drugs-trade-7d331082f313df53c9ad66271ae8a628,"Trump orders a 35% tariff for goods from Canada, citing a lack of cooperation on illicit drugs",AP News,5 hours ago,"U.S. President Donald Trump has raised the tariff rate on U.S. imports from Canada to 35% from 25%, effective Friday.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef25f7cc2143c65d12c6bc754c61da352bccedd26613521eef.jpeg
59,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Trump-unveils-new-sweeping-tariff-rates-up-to-41,Trump unveils new sweeping tariff rates up to 41%,Nikkei Asia,9 hours ago,"NEW YORK -- The U.S. will begin imposing punishing tariffs of up to 41% on trading partners, the White House said on Thursday. Trump signed an executi.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef2c5a13c0fc422e50bf7d26cb810ded24cc9e32b6681b7576.jpeg
60,https://www.timesofisrael.com/us-imposes-15-tariff-on-goods-from-israel-as-part-of-sweeping-new-trade-policy/,US imposes 15% tariff on goods from Israel as part of sweeping new trade policy,The Times of Israel,4 hours ago,The White House announced on Thursday evening that a 15 percent tariff will be imposed on goods from Israel as part of the Trump administration's new trade...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efa927b00b8dfdbea1094250c5a0e3a4c9393f7b55d539506e.jpeg
61,https://www.ft.com/content/d947b21a-18a4-473a-8dd1-e01920c4b644,US threatens EU with 17% tariff on food exports,Financial Times,1 month ago,US threatens EU with 17% tariff on food exports ... The US has threatened to hit EU agricultural exports with 17 per cent tariffs in a twist to its trade conflict...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6eff1dac3bb8800966ec3c8d570e07a40305321e2944587f6d5.jpeg
62,https://www.abc.net.au/news/2025-07-12/trump-announces-30-tariffs-against-eu-mexico-to-begin-august-1/105525418,"Donald Trump announces 30pc tariffs against EU, Mexico",Australian Broadcasting Corporation,3 weeks ago,In short: Donald Trump has announced he is imposing tariffs of 30 per cent on goods imported from the European Union and Mexico. It is the latest escalation in...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef7b8ec7cd563c18f2722b0c82cec8d1c8bd00dc4366f267ae.jpeg
63,https://www.theguardian.com/australia-news/2025/aug/01/australia-imports-us-trump-tariffs,Australia dodges latest Trump tariff hikes as trade minister heralds ‘vindication’ for Albanese’s approach,The Guardian,10 hours ago,"Australian goods imported into the US will continue to attract the baseline 10% tariff, with Australia dodging any tariff increase in the latest round of...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef541b302e0060060115f0cf46d4cd4f895767f2ab82cf5397.jpeg
64,https://subscriber.politicopro.com/article/2025/07/the-winners-there-are-some-and-losers-from-the-eus-trade-deal-with-trump-00479907,Article | The winners (there are some) and losers from the EU’s trade deal with Trump,POLITICO Pro,3 days ago,The trade deal struck by U.S. President Donald Trump and European Commission President Ursula von der Leyen on Sunday at his Scottish golf resort was hugely...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef38b0bde6b7aef4804002859500bfdee1189cd496f5cc97f3.jpeg
65,https://timesofindia.indiatimes.com/business/india-business/india-us-trade-deal-trump-announces-25-tariff-on-india-plus-penalty-for-buying-energy-and-arms-from-russia/articleshow/122998698.cms,"India-US trade deal: Donald Trump announces 25% tariff on India, plus penalty for buying energy and arms",Times of India,1 day ago,"India Business News: Donald Trump announced India will face a 25% tariff starting August 1st, along with penalties for energy and arms purchases from Russia...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc08fb550187ef7dd8d3103d16830738fe2d63aa0215405f4.jpeg
66,https://www.wsj.com/economy/trade/trumps-tariff-authority-is-tested-in-court-as-deadline-on-trade-deals-looms-09b323f1?gaa_at=eafs&gaa_n=ASWzDAgpfk-v8Gnty43-npiZE_ksG7UQvkEBy8DI9Li1krAQ2oj2OOZ3oLdt&gaa_ts=688ca79c&gaa_sig=UrtAiU3kXZPLHNZNfLRxJD5VnOwp764S-Yqd-X2nXpkD4fsNKNFFwWALFqR8Hkm5DFbdG7B0bVopYql5dxkdsA%3D%3D,Trump’s Tariff Authority Is Tested in Court as Deadline on Trade Deals Looms,The Wall Street Journal,1 day ago,"WASHINGTON—President Trump's trade agenda is entering a pivotal two-day stretch, with the administration moving to increase tariffs on imports from several...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc286a6a1919b641c76741cdf67eea78abf681565606b93ad.jpeg
67,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-slide-to-solid-month-on-sour-note-as-trumps-tariff-deadline-jobs-report-loom-200350814.html,"Stock market today: Dow, S&P 500, Nasdaq slide to solid month on sour note as Trump's tariff deadline, jobs report loom",Yahoo Finance,13 hours ago,"Wall Street weighed a tariff reprieve for Mexico, new trade deal with South Korea, and strong earnings from Meta and Microsoft.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef2a50d9fdf4ceee921cb7f09d658ee0c7470d958b39e9eefc.jpeg
68,https://www.thehindu.com/business/Economy/trump-slaps-25-tariff-on-imports-from-india-plus-a-penalty-for-buying-russian-oil-weapons/article69873987.ece,"Trump slaps 25% tariff on imports from India, ‘plus a penalty’; will secure national interest, says Commerce Ministry",The Hindu,1 day ago,"U.S. President Donald Trump announced that imports from India will attract 25% tariffs from August 1, “plus a penalty”, citing India's purchases of energy...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef182378609ff1cbf9cba63bf2c3635874dc9b0babff1a3018.jpeg
69,https://www.reuters.com/business/energy/oil-steadies-investors-mull-us-tariff-impacts-2025-08-01/,Oil steadies as investors mull US tariff impacts,Reuters,3 hours ago,"Oil prices were little changed on Friday and heading for a weekly gain, as investors weighed the impact of further tariffs and sanctions by U.S. President...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef0873a75ee472c4a7ac44196cfc2bd913e570c72b2f99e54a.jpeg
70,https://news.sky.com/story/donald-trump-announces-30-tariff-on-imports-from-eu-13395817,Donald Trump announces 30% tariff on imports from EU,Sky News,2 weeks ago,Video Unavailable ... Donald Trump has announced he will impose a 30% tariff on imports from the European Union from 1 August. The tariffs could make everything...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef675c8984f1271d44b6a7dfc2210f1ca0f88fcfaea895392f.jpeg
71,https://www.ft.com/content/43487e0f-dab9-4faf-8754-baba36e5ddee,Donald Trump threatens 30% tariffs on EU and Mexico from August 1,Financial Times,3 weeks ago,Donald Trump threatens 30% tariffs on EU and Mexico from August 1 ... Donald Trump has said he will impose tariffs of 30 per cent on Mexico and the EU from August...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef57c89dbddc2be9fca85dc54ed9c11d463fa1d0ff9ceb75c6.jpeg
72,https://www.nytimes.com/2025/07/31/business/guangzhou-china-factories-tariffs.html,China’s Small Workshops Are Hurting. Trump’s Tariffs Are Only One Reason.,The New York Times,1 day ago,"The U.S.-Chinese cease-fire left exporters with crippling tariffs, worsening a slowdown for light-industry factories caused by China's shift to advanced...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efa01e5bde9149bc9a7e31d4f46ffb1844cb52e8ec4e66907d.jpeg
73,https://timesofindia.indiatimes.com/business/india-business/india-being-made-example-for-others-donald-trumps-tariff-order-denies-exemptions-to-india-one-of-the-toughest-trade-actions/articleshow/123036996.cms,"US Imposes 25% blanket tariff without exemptions, threatening $25 billion in exports: GTRI",Times of India,4 hours ago,"India Business News: Donald Trump's administration is imposing a 25% tariff on all Indian goods starting August 7, 2025, without any product exemptions,...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efb5e042fd50500186d439fb0809513b07be947e2093df0f35.jpeg
74,https://www.bbc.com/news/articles/c62g6e8zvd4o,Rosenberg: Russia more relieved than rattled by US tariff threat,BBC,2 weeks ago,"Rosenberg: Russia more relieved than rattled by US tariff threat ... In the Oval Office on Monday, Donald Trump was talking tough, announcing new US arms...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef71401150a9b8774007c8ffa8a0d8bc9d0871705a28864d45.jpeg
75,https://www.cbc.ca/news/politics/trump-copper-tariffs-1.7579874,Trump says he will impose 50% tariff on copper,CBC,3 weeks ago,Social Sharing. U.S. President Donald Trump said he will announce a 50 per cent tax on imported copper on Tuesday — adding to the growing list of punishing...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef132afbf2df19ca03723edeefe572099632f744ba8b7f5f90.jpeg
76,https://www.bbc.com/news/articles/cvg81518yyyo,Canada’s Carney talked tough on Trump - now some say he's backing down,BBC,3 weeks ago,It's another curveball in the Canada-US trade war - a new missive by US Donald Trump threatening an unexpected 35% tariff on Canadian goods starting next...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efe7706ecdf06ec3049e471f2a2929080d61a7685198cd9198.jpeg
77,https://www.pbs.org/newshour/politics/watch-live-white-house-holds-news-briefing-as-trump-faces-more-questions-over-epstein-files,WATCH: White House holds news briefing ahead of Trump’s deadline for imposing new tariffs,PBS,20 hours ago,"WASHINGTON (AP) — With President Donald Trump's dramatic tariff hikes on the cusp of starting, countries around the world scrambled on Thursday to finalize...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc48914f0c2031da853b49ef590fb11c150c660f7f2e5193b.jpeg
78,https://www.reuters.com/world/china/global-markets-wrapup-4-2025-08-01/,Global shares tumble after Trump tariff blitz,Reuters,2 hours ago,"Global shares tumbled on Friday after the U.S. slapped dozens of trading partners with steep tariffs, while investors anxiously awaited U.S. jobs data that...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef87b8e7d088cdab740ec5026f03c26c0c94e7fea96a82b537.jpeg
79,https://www.ft.com/content/390be64a-1527-4f71-a322-59af41133914,Donald Trump slams India and Russia as ‘dead economies’ after tariff stand-off,Financial Times,1 day ago,"Donald Trump has described India as a “dead economy” and said the US does “very little business” with the country, ratcheting up his fiery rhetoric against...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efedc3fdb4355412b042ea52b58e1477161835616a3b15fd45.jpeg
80,https://timesofindia.indiatimes.com/business/india-business/india-russia-can-take-their-dead-economies-down-together-trumps-new-jab-after-25-tariffs-issues-warning-to-ex-russian-president/articleshow/123010731.cms,'India-Russia can take their dead economies down together': Trump’s new jab after 25% tariffs; issues war,Times of India,1 day ago,"India Business News: Donald Trump declared a 25% tariff on Indian imports, stating he doesn't care about India's relationship with Russia, suggesting their...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc8462f39be7e6908a60f6e91002d2c97b6b8ebe03d455ce9.jpeg
81,https://www.cnn.com/2025/07/31/tech/apple-earnings-iphone-china-ai,"Apple got a much-needed iPhone and China boost, but expects a $1.1 billion tariff hit this quarter",CNN,14 hours ago,"Apple reported strong iPhone sales and rebound in revenue from China, giving a much-needed boost to two parts of the company's business that had struggled...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef683a2622e6147fb6cdc67d4c7e7101127bb54823b5a7989a.jpeg
82,https://www.bloomberg.com/news/articles/2025-06-30/eu-to-accept-trump-s-universal-tariff-but-seeks-key-exemptions,EU to Accept Trump’s Universal Tariff but Seeks Key Exemptions,Bloomberg,1 month ago,"The European Union is willing to accept a trade arrangement with the US that includes a 10% universal tariff on many of the bloc's exports, but wants the US to...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef0ba9091f7485b2fd803e34e738f4279eb93b645dfbd76d33.jpeg
83,https://www.ndtv.com/world-news/donald-trump-sets-10-to-41-reciprocal-tariffs-on-dozens-of-countries-exports-8996365,Trump Announces New Tariffs: From India To Pak - Who Pays What Now,NDTV,10 hours ago,President Donald Trump signed an executive order on Thursday imposing reciprocal tariffs ranging from 10% to 41% on U.S. imports from dozens of countries...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef00e2ebca1e33d315a4b80c81d41e40cd8eac52c1d78bc984.jpeg
84,https://www.indiatoday.in/world/us-news/story/donald-trump-signed-executive-order-modifying-reciprocal-tariff-rates-ranging-from-10-to-41-white-house-glbs-2764492-2025-08-01,"Trump hits dozens of countries with tariffs, increases Canada's levies to 35%",India Today,12 hours ago,Donald Trump signed an executive order imposing reciprocal tariffs ranging from 10% to 41% on imports from more than 70 countries.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef24c5c3d8b7de3259599ad61b1656344697106a63c77cfad3.jpeg
85,https://www.ft.com/content/18a007c2-b945-4c6e-8f1d-d10e094f8c6d,Donald Trump threatens new tariffs on Canada,Financial Times,3 weeks ago,Donald Trump threatens new tariffs on Canada ... Donald Trump has said the US will impose a 35 per cent tariff on Canada at the start of August as he launches a...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef6efda02375f4cc8ebde3dc1b2347b98340f8a88ca94d29e1.jpeg
86,https://timesofindia.indiatimes.com/business/india-business/will-know-at-the-end-of-the-week-after-25-tariff-move-donald-trump-says-talking-to-india-says-anti-us-group-brics-a-factor/articleshow/123004037.cms,"‘Will know at the end of the week…’: After 25% tariff move, Donald Trump says talking to India; signals ‘",Times of India,1 day ago,India Business News: US President Trump stated that America is in trade talks with India. He sees BRICS as potentially anti-dollar.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef04d042fc3099c52eb17eaf34fbf0d4dfe8c1b417ee6bfe5f.jpeg
87,https://timesofindia.indiatimes.com/business/india-business/donald-trumps-25-tariff-dead-economy-jibe-india-sends-clear-message-to-the-us-in-5-points-what-piyush-goyal-said/articleshow/123025616.cms,"Donald Trump’s 25% tariff, ‘dead economy’ jibe: India's clear message to US in 5 points - what Piyush Goy",Times of India,19 hours ago,"India Business News: In response to US President Trump's tariffs and criticisms, Commerce Minister Piyush Goyal has asserted that national interests would...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efbab23de3feb64220ce9b9f88bfcadad2a4223f064f1883bc.jpeg
88,https://www.nytimes.com/2025/08/01/business/taiwan-tariffs-trump-us-chips.html,U.S. Tariffs Land on Taiwan Amid Tension With Washington,The New York Times,2 hours ago,President Trump's announcement on Thursday of a new tariff rate of 20 percent on Taiwan's exports to the United States comes when ties between Taipei and...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efbc52ae48cf24352375f50e70887e9dabad94e351041b30d1.jpeg
89,https://www.nytimes.com/2025/08/01/business/economy/harm-or-help-why-companies-are-battling-tariffs-meant-to-benefit-them.html,Harm or Help? Why Companies Are Battling Tariffs Meant to Benefit Them.,The New York Times,2 hours ago,Economists say the way the Trump administration is imposing tariffs is backfiring for some of the businesses they are meant to help.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef38f203787f3f7897f7b4c2528e651ba2dace3a1abcca771b.jpeg
90,https://www.cbc.ca/news/world/trump-suspends-de-minimis-exception-1.7597830,"U.S. to halt tariff exception for low-value parcels — a threat to eBay, Etsy trade",CBC,1 day ago,"The United States is suspending a ""de minimis"" exemption that allowed low-value commercial shipments to be shipped to the United States without facing...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc89e6fcd3e6947abf7b6670a67a871cf68f9314e68008b00.jpeg
91,https://www.theguardian.com/world/2025/jul/16/trump-brazil-tariffs-ultimatum-backfires-bolsonaro-lula,‘A family of traitors’: Trump’s Brazil tariffs ultimatum backfires on Bolsonaro,The Guardian,2 weeks ago,"On 9 July, Trump wrote to Brazil's leftwing president, Luiz Inácio Lula da Silva, to demand that the charges against Bolsonaro be dropped and announce he would...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efd5a2050902693fad9e60d49d96b4a0700b8e6ab4061d98fe.jpeg
92,https://www.bloomberg.com/news/articles/2025-08-01/trump-s-tariff-blitz-unleashes-delayed-shock-to-global-economy,Trump’s Tariff Blitz Unleashes Delayed Shock to Global Economy,Bloomberg,3 hours ago,"Four months after Donald Trump shocked the world and roiled markets by unveiling a placard full of tariff rates at the White House Rose Garden,...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efacd7122d2f4bde527b33a773a846e7a2cff332348c124aff.jpeg
93,https://www.abc.net.au/news/2025-07-09/donald-trump-managed-two-tariff-deals-in-90-days/105505018,"Trump's plan 'backfired' on tariffs, experts say. He's only got two deals to show for it",Australian Broadcasting Corporation,3 weeks ago,Trump managed two trade deals in his 90-day tariff pause. Experts say China was a key factor ... US President Donald Trump wanted 90 deals done in 90 days before...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efc56e47dc2d107f986b46b0dbdb0f952fdd806239a99919cc.jpeg
94,https://www.barrons.com/articles/trump-china-trade-porsche-tariffs-a2e09c9c,Trump Makes New 50% Tariff on Brazil Imports Official,Barron's,1 day ago,President Donald Trump issued an executive order reiterating the 50% tariff rate on Brazil that he previously announced on July 9 in a letter to the...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef31490d92b64a40a8600fdd6675c0bb7d9b87f866d46429ee.jpeg
95,https://www.cbc.ca/news/business/trump-tariff-cusma-1.7582740,CUSMA-compliant goods exempt from Trump's latest tariff threat on Canada,CBC,3 weeks ago,Social Sharing. U.S. President Donald Trump's latest threat of a 35 per cent tariff on imports from Canada will not apply to goods that comply with the Canada-...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef1931b8c1566304243ebfd99120bf31fa8c0e1cb801d43870.jpeg
96,https://www.reuters.com/world/africa/dollar-forges-higher-trump-releases-new-tariff-barrage-2025-08-01/,Dollar forges higher as Trump releases new tariff barrage,Reuters,2 hours ago,"The dollar headed for its strongest weekly performance in almost three years against other major currencies, maintaining momentum on Friday after U.S....",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef20e767a3baaeb2f14c4a770c7747d16848ffec4d41d2b036.jpeg
97,https://www.wsj.com/politics/policy/the-rough-day-in-court-for-trumps-tariffs-8f039448?gaa_at=eafs&gaa_n=ASWzDAiRAFvO7GMJiTi4sCviNnHBiGn-F3lMRFlTANkB4Iwbb9wbSF0398i1&gaa_ts=688ca79c&gaa_sig=W4YokamjmovRwKhCMGmG_fv3Xf0YQ7WyzdLFPahLJhYzhV2a-rGEh26avjt86TusAvypGpVUh9wcIs40CT04ag%3D%3D,The Rough Day in Court for Trump’s Tariffs,The Wall Street Journal,10 hours ago,Here is how judges questioned the president's claim that he can use emergency power to junk the tariff schedule Congress enacted.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efd5fbe5db8241a09327afe34ba184407a9260ddd7c0135a71.jpeg
98,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-trump-tariff-hikes-amazon-earnings-jobs-report-due/,"Dow Jones Futures Fall On Global Trump Tariff Hikes, Amazon Earnings; Jobs Report Due",Investor's Business Daily,3 hours ago,"Dow Jones futures: President Trump will hike tariffs on dozens of countries, while Amazon tumbled on earnings. The jobs report looms.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef53dc7aaa43326c44cff2d2a9ec3f7244e37d1a044c2edd2d.jpeg
99,https://timesofindia.indiatimes.com/business/india-business/trump-frustrated-with-india-trade-talks-us-president-feels-25-tariff-will-remedy-the-situation-says-adviser-additional-penalty-for-russia-trade-shortly/articleshow/123001828.cms,"‘Trump frustrated with India trade talks…’: US President feels 25% tariff will ‘remedy’ the situation, sa",Times of India,1 day ago,"India Business News: US President Trump, frustrated with stalled trade negotiations with India, has announced a 25% tariff on Indian goods starting August...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efbdafedb354aa5b8000b2b2de428ce4b8b9aa7b275b05df65.jpeg
100,https://www.thehindu.com/news/international/us-president-donald-trump-sets-10-to-41-reciprocal-tariffs-on-dozens-of-countries-exports/article69881205.ece,"Trump tariff: US President Donald Trump hits dozens of countries with steep tariffs, including 35% for Canadian goods",The Hindu,11 hours ago,"Donald Trump imposes tariffs on U.S. imports from multiple countries, including India, Taiwan, and South Africa.",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef042d3d6e9dedc139d9eab4a66b481cb218dc86ce693045c7.jpeg
1,https://www.bbc.com/news/articles/cr74v1dzzxdo,US tariffs and South Africa: Donald Trump presses ahead with 30% tax,BBC,39 minutes ago,Relations between the US and South Africa have hit rock bottom after Trump's return to office.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df46dc0caf417e8f9fe2b07567f85a81fb20cf020152bcb5f5f.jpeg
2,https://www.cnbc.com/2025/07/07/trump-says-countries-aligning-with-brics-bloc-will-face-extra-tariff.html,Trump threatens extra 10% tariff on countries that align with 'Anti-American' BRICS policies,CNBC,4 weeks ago,"""Any Country aligning themselves with the Anti-American policies of BRICS, will be charged an ADDITIONAL 10% Tariff. There will be no exceptions to this policy,...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4b0204d04061bc3d241fc72b6bb59e40f91862f1e91fa8f64.jpeg
3,https://www.cnbc.com/2025/08/01/european-stocks-set-to-open-lower-amid-trumps-tariff-rejig.html,Stock market sell-off intensifies with Stoxx Europe 600 down 1.3%,CNBC,2 hours ago,Losses on European stock markets have intensified about two hours into the trading session. The Stoxx Europe 600 index is down 1.3% at 9.55 a.m. London time...,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df44c44e990c56aecb18a5f8607d20b0bb50ee11de94993a062.jpeg
4,https://www.bloomberg.com/news/articles/2025-08-01/trump-s-40-penalty-for-tariff-dodging-still-missing-key-details,Trump’s 40% Penalty for Tariff Dodging Missing Key Details,Bloomberg,1 hour ago,President Donald Trump has threatened to pile an additional 40% tariff on any product that Washington determines to be “transshipped” through another...,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df428da0fcc14884e0875c34c48a36f59a2c1067c31838471b3.jpeg
5,https://www.cbc.ca/news/business/copper-tariffs-1.7597650,"Trump orders 50% tariff on some copper imports, citing national security",CBC,1 day ago,The proclamation imposes a 50 per cent tariff on semi-finished copper products and copper-intensive derivative products that goes into effect Aug. 1.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df46a09fcb008d5ebd56840d7fa4d99806af21eaea00abebdb5.jpeg
6,https://finance.yahoo.com/news/trump-increases-tariff-canada-35-230444476.html,"Trump increases tariff on Canada to 35%, White House says",Yahoo Finance,12 hours ago,U.S. President Donald Trump signed an executive order on Thursday increasing tariffs on Canadian goods to 35%,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4e31e73e05d5076921162363c3db0cbfec489f1c409e52c6d.jpeg
7,https://www.cbc.ca/news/politics/carney-trade-deal-tariffs-unlikely-1.7585280,Carney says a U.S. trade deal without some tariffs is unlikely,CBC,2 weeks ago,"Last week, Trump sent a letter to Carney saying he's moving to bump the existing 25 per cent border-related tariff rate on Canadian goods — the tariff that does...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4f309359395041d91d1e05847bd945e972e01e928d6d7149f.jpeg
8,https://www.cnbc.com/2025/07/11/treasury-posts-unexpected-surplus-in-june-as-tariff-receipts-surge.html,Treasury posts unexpected surplus in June as tariff receipts surge,CNBC,3 weeks ago,"Treasury posts unexpected surplus in June as tariff receipts surge · With government red ink swelling throughout the year, June saw a surplus of just over $27...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4ccb75ac5c110065070526c4a1a3b6bd179c46c97a5dde630.jpeg
9,https://news.sky.com/story/us-trade-war-the-state-of-play-as-trump-signs-order-imposing-new-tariffs-but-there-are-more-delays-13404435,US trade war: The state of play as Trump signs order imposing new tariffs - but there are more delays,Sky News,5 hours ago,"Today could be described as ""Liberation Day"" III, after Mr Trump signed an executive order hitting trading partners with new tariffs - but there is a...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4b818fd6fc6f4b9faa0872718a4b1a54fa4b2b3ad0f9ad445.jpeg
10,https://www.cbc.ca/news/world/trump-tariffs-canada-deadline-1.7598480,"Canada 'disappointed' by Trump boosting tariffs to 35%, says Carney",CBC,14 hours ago,Prime Minister Mark Carney released a statement just past midnight on Friday after U.S. President Donald Trump signed an executive order to increase a...,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4e793a924ec7e35cefc7e397b6fea4f7a3a187d003835491f.jpeg
