position,link,title,source,date,snippet,thumbnail
65,https://www.cbsnews.com/news/us-imposes-tariff-fresh-mexican-tomatoes/,Trump administration imposes 17% tariff on fresh Mexican tomatoes,CBS News,2 weeks ago,"In April, the Commerce Department announced the U.S. would exit that deal in 90 days, saying it ""has failed to protect U.S. tomato growers from unfairly priced...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112ddb3fd8e6baa8d2f0ef0969280d5db4ac276850b24301da8e.jpeg
66,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-administration-quietly-reaches-out-to-beijing-to-kick-off-tariff-talks-191201623.html,Trump tariffs live updates: Trump outlines sweeping new tariffs for dozens of trade partners,Yahoo Finance,11 hours ago,Trump administration announces 50% tariffs on some copper imports. President Trump signed a proclamation on Wednesday to impose 50% tariffs on certain copper...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d1cf930f87a029afbec33a290177999e10223d39d1aba691d.jpeg
67,https://www.aljazeera.com/news/2025/7/12/trump-says-30-percent-tariffs-against-eu-and-mexico-to-begin-on-august-1,Trump slaps 30% tariffs on all goods from EU and Mexico,Al Jazeera,3 weeks ago,"United States President Donald Trump has imposed a 30 percent tariff on imports from Mexico and the European Union starting on August 1, weeks after...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112da53e6eb7a5c419a91be9e2735e63ab51df916139400247f7.jpeg
68,https://www.npr.org/2025/07/31/nx-s1-5484218/trump-russia-tariff-oil-india,What Trump's threat to tariff Russia's trade partners means for India,NPR,1 day ago,"NEW DELHI — President Trump has announced new tariffs on India, but warned India there is more to come as punishment for buying fuel and weapons from Russia...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d12bbcc693eed2e90f8787ffececbd9268f2de9832e55a9a9.jpeg
69,https://www.reuters.com/world/china/us-china-launch-new-talks-tariff-truce-extension-easing-path-trump-xi-meeting-2025-07-28/,"US, China to launch new talks on tariff truce extension, easing path for Trump-Xi meeting",Reuters,4 days ago,"STOCKHOLM, July 28 (Reuters) - Top U.S. and Chinese economic officials will resume talks in Stockholm on Monday to try to tackle longstanding economic...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d7726a70e48f31cc1ceb94e68bade465b602b1e5a94a4b36b.jpeg
70,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-tells-japan-south-korea-leaders-hes-imposing-25-tariffs-200619732.html,Trump tariffs live updates: No tariff pause announced after US-China talks; Trump plans 20–25% India tariffs,Yahoo Finance,2 days ago,Trump tariffs live updates: No tariff pause announced after US-China talks; Trump plans 20–25% India tariffs ... President Trump told reporters that India may be...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d790f70ee8e25951454289fed701320ada4bedf92f2bcac5f.jpeg
71,https://www.nytimes.com/article/trump-tariffs-canada-mexico-china.html,Trump Tariffs: What’s the Latest on the Trade War?,The New York Times,3 weeks ago,"Home appliances ... Since re-entering office, President Trump has announced a barrage of tariffs to try to rewire the global economy. The trade actions have taken...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d32e25e29ccc8be138bcb7904518c7a3e8048ac2f32cd754a.jpeg
72,https://www.ft.com/content/be3ac299-46a3-4362-a725-bb3d8128ddc9,Live: Global markets take US tariffs in their stride,Financial Times,4 hours ago,"Global stocks weakened on Friday after Donald Trump hit dozens of countries with tariffs, as the US president pushed ahead with his ambition to redraw the...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112db32acf75ed58d23c34b0bdb6fead51056f677c72728af119.jpeg
73,https://www.bloomberg.com/news/articles/2025-07-31/india-weighs-options-to-placate-trump-after-shock-25-tariff,India Weighs Options to Placate Trump After Shock 25% Tariff,Bloomberg,23 hours ago,"India is weighing options to placate the White House, including boosting US imports, and has ruled out immediate retaliation to President Donald Trump's...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d2ebbf93f83f53eee7a8462219b195a0fe006db37b34aa83e.jpeg
74,https://www.reuters.com/legal/government/us-appeals-court-scrutinizes-trumps-use-tariffs-trade-deadline-looms-2025-07-31/,US appeals court scrutinizes Trump's use of tariffs as trade deadline looms,Reuters,18 hours ago,"U.S. appeals court judges sharply questioned on Thursday whether President Donald Trump's tariffs were justified by the president's emergency powers,...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112da01d51e4338f294c3bb6f436f13a1160e310b3eba3b8afa5.jpeg
75,https://www.politico.com/news/2025/07/15/carney-trump-trade-tariffs-00453935,Carney concedes any deal with Trump will include tariffs,Politico,2 weeks ago,Carney concedes any deal with Trump will include tariffs. The prime minister has pledged to forge a new trade and security deal with the U.S.. Mark Carney and...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112dcb51961b0eee6469486b7754ac441b8c73d2601f0febb5b8.jpeg
76,https://apnews.com/article/trump-tariffs-eu-mexico-66bf84d97dcd69bbd1f1108e42283afd,"Trump announces 30% tariffs against EU, Mexico to begin Aug. 1, rattling major US trading partners",AP News,3 weeks ago,"Trump announces 30% tariffs against EU, Mexico to begin Aug. 1, rattling major US trading partners ... Mexico's President Claudia Sheinbaum reacted Saturday to a...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112dba46f3d8706e32e3dadb8e99dcb706886d382ac4c28feb45.jpeg
77,https://www.nbcnews.com/news/us-news/trump-tariff-threats-us-storms-texas-morning-rundown-rcna218200,Trump unleashes more tariff threats and four big U.S. storms in less than a week: Morning Rundown,NBC News,3 weeks ago,Trump said he's ready to impose blanket tariffs and send more weapons to Ukraine in exclusive interview ... President Donald Trump's tariff fight moved forward...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d28b480fbb92f1b490a15b6bdadd7b08620ba8b3f06761a2a.jpeg
78,https://www.forbes.com/sites/alisondurkee/2025/07/14/trump-taco-tracker-here-are-the-presidents-28-tariff-flip-flops/,Trump Tariff Flip-Flops: ‘TACO Trump’ Has Changed His Mind 28 Times Since ‘Liberation Day’,Forbes,2 weeks ago,April 9 (Flip-Flop No. 6)Trump unexpectedly paused the worst of his “Liberation Day” tariffs for 90 days—just hours after they took effect and caused the stock...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112da4314060aa3f39e494a4584f8278b94798ba32e460805407.jpeg
79,https://www.nbcnews.com/business/economy/trump-hits-brazil-50-percent-tariff-citing-ex-president-jair-bolsonaro-rcna217859,"Trump hits Brazil with 50% tariff, in part due to trial of ally Jair Bolsonaro",NBC News,3 weeks ago,"President Donald Trump announced Wednesday he planned to hit Brazil with a 50% tariff, in part because of the treatment of its former president Jair Bolsonaro,...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d7e8fd7b9b82966812b289eb0a0241ba189d7eeb7c1ab43b5.jpeg
80,https://www.nytimes.com/2025/08/01/world/canada/canada-tariffs-trump.html,Trump Gives Mexico a Reprieve but Slams Canada With Higher Tariffs,The New York Times,6 hours ago,"As President Trump rolled out his latest round of tariffs on Thursday, he fell again into what has become a familiar, if surprising, pattern — favoring...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d935f826bcb8be65d9f5140d01bb4ae755a6514fd765c77c2.jpeg
81,https://www.foxbusiness.com/fox-news-politics/senate-republicans-wants-americans-get-600-checks-from-tariff-revenue,Senate Republicans wants Americans to get $600 checks from tariff revenue,Fox Business,2 days ago,A Senate Republican introduced legislation that could see some of the revenue generated from President Donald Trump's tariffs kicked back to Americans.,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d490c76b12651f0c1ff21a9c229e657d485efb2adc00a3511.jpeg
82,https://www.bbc.com/news/articles/cwy0147vxyqo,Trump's Brazil tariffs are more about political revenge: analysis,BBC,1 day ago,Trump has set a whopping 50% tariff on Brazilian goods - one of the highest rates yet levied by the US.,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d4f825a16fd2bebb8b041d10dede7153ef1adbc5f635e26f0.jpeg
83,https://ca.finance.yahoo.com/news/trump-tariffs-live-updates-trump-threatens-to-set-unilateral-tariff-rates-within-weeks-200619147.html,"Trump tariffs live updates: US, EU rush to finalize deal as 90-day extension of China trade truce likely",Yahoo.co,2 days ago,The trade deal announced on Sunday imposes a 15% import tariff on most EU goods - lower than the 30% once threatened by U.S. President Donald Trump but well...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112da08190648920628dba93a4c1e0714ffbe45fa771ecc34f4a.jpeg
84,https://www.cnbc.com/2025/07/09/trump-tariff-letters-trade.html,Trump sends more letters dictating high tariff rates around the world,CNBC,3 weeks ago,"President Donald Trump on Wednesday sent letters dictating new U.S. tariff rates on at least seven more countries' imports, leaning into his aggressive approach...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d0d81745b7b7b8efb0ebcec1d51cf5261a6e0e376e3139d64.jpeg
85,https://www.cnbc.com/2025/07/31/trump-tariff-deadline-wholesalers-distributors-economy-price-increases.html,"With Trump tariff deadline one day away, U.S. economy's wholesalers, distributors fear the worst and plan for price increases",CNBC,24 hours ago,"Wholesalers and distributors inside the U.S. economy, which represent one-third of GDP, warn of a massive hit if Trump's August 1 deadline tariffs are...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112da71834a77912e21cc2b76a35b5fe519e2566c1b157f70c21.jpeg
86,https://www.theguardian.com/us-news/2025/jul/31/trump-carney-canada-us-tariff-trade,Canada braces as tariff deadline looms and talks with US ‘chaos machine’ drag,The Guardian,20 hours ago,Ottawa is still trying to find a trade deal with Washington to avoid heavy tariffs as 1 August deadline approaches.,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d7b2ca79327649174ae7e7c8368aefd39c71653d6b1487884.jpeg
87,https://www.cnbc.com/2025/07/09/trump-trade-tariffs-cars-copper.html,"Trump's tariffs on cars, copper, drugs, aluminum could hit harder than other levies",CNBC,3 weeks ago,Trump has doubled tariffs on steel and aluminum imports to 50% under Section 232 rules that permit him to bypass Congress if national security is on the line.,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112dc5d715826b6f277528a4fa0850d4f3bace8672b6e0b3f21e.jpeg
88,https://www.cnn.com/2025/07/11/investing/us-stock-market,Stocks drop after Trump announces 35% tariff on Canada,CNN,3 weeks ago,"Stock futures dropped Thursday night after Trump announced the 35% tariff on Canada, set to take effect on August 1. With the turn lower, the S&P 500 finished...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d44f10649a65b3339464d9348a90dbdf0a7df8ed604bac62f.jpeg
89,https://www.nytimes.com/2025/07/30/business/us-economy-grew-in-second-quarter-as-tariffs-scrambled-data.html,U.S. Economy Slowed in First Half of 2025 as Tariffs Scrambled Data,The New York Times,1 day ago,"Economic growth softened in the first half of the year, as tariffs and uncertainty upended business plans and scrambled consumers' spending decisions.",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d0024756bc0786b3c7de74b6359b747f4cd5a1fb21b2f0a22.jpeg
90,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-trump-pushes-for-trade-deals-as-global-economy-takes-a-hit-191201090.html,"Trump tariffs live updates: Trump threatens India with 25% tariff, sets copper and Brazil levies",Yahoo.co,1 day ago,Trump administration announces 50% tariffs on some copper imports. President Trump signed a proclamation on Wednesday to impose 50% tariffs on certain copper...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d149832c34efd6dc2851c2348316ef89f254be753c96bf5dd.jpeg
91,https://www.cnbc.com/2025/07/22/bessent-china-tariffs-trade-stockholm.html,"Trump China tariff deadline likely to be extended, Bessent says",CNBC,1 week ago,"Trump in April had ratcheted up tariffs on Chinese goods to an effective 145% blanket rate, as Beijing became the top target of the new U.S. administration's...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112dc222ec342610070a29f8a89237342cc60515b3ff7d3feb94.jpeg
92,https://www.cbsnews.com/news/us-trade-deal-pressure-aug-1-roll-out-warning/,"U.S. to apply increased pressure on trade deals, warns higher tariffs could roll out Aug. 1",CBS News,3 weeks ago,"The Trump administration is expected to send dozens of letters to countries that have not made a trade deal, warning them that higher tariffs could kick in Aug.",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d782c02488f1f70d176926e5519e245d1938ddb3fce9efa44.jpeg
93,https://www.reuters.com/business/eu-keep-us-trade-countermeasures-hold-until-august-says-von-der-leyen-2025-07-13/,Trump demands more concessions as EU holds off on US tariff countermeasures,Reuters,3 weeks ago,"Trump said on Saturday he would impose a 30% tariff on most imports from the EU and Mexico from August 1, adding to similar warnings for other countries and...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d58ef03d70ce14254ab36b365b6ee3a02ed0764826130da15.jpeg
94,https://www.bloomberg.com/news/articles/2025-07-31/trump-will-impose-39-tariff-rate-on-imports-from-switzerland,Switzerland Slammed With 39% Tariff Rate in US Trade Blitz,Bloomberg,4 hours ago,"Donald Trump will impose a 39% tariff on imports from Switzerland, one of the steepest levies globally which threaten to leave the country's key exports...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112dcc856cee0aa506bccfb77b1784e442bc0a5e18d77f0cdb7a.jpeg
95,https://www.foxbusiness.com/politics/trump-announces-25-tariff-india-slamming-obnoxious-trade-barriers-russia-military-energy-buys,"Trump announces 25% tariff on India, slamming 'obnoxious' trade barriers, Russia military and energy buys",Fox Business,1 day ago,"President Donald Trump announced a 25% tariff on India starting Aug. 1, citing trade barriers and Russia military purchases amid $45.7 billion U.S. trade...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d92cc685dc9a41c2add0c52692634154addd9909599a270ff.jpeg
96,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-no-steel-aluminum-tariff-exemptions-coming-trump-says-191201285.html,Trump tariffs live updates: No immediate tariff pause after US-China talks; Trump says Aug. 1 deadline will stay,Yahoo Finance,1 day ago,Trump tariffs live updates: No immediate tariff pause after US-China talks; Trump says Aug. 1 deadline will stay ... President Trump said Tuesday that India may...,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d7f72924f5f5b41a1d5d04313f4b8878fe2863c54e182f7f8.jpeg
97,https://www.wsj.com/world/americas/trump-threatens-35-tariff-on-some-canadian-goods-d1306890?gaa_at=eafs&gaa_n=ASWzDAiUKkLdeA4Xn0IaAPI4hFVuq3GneTtn1sbU-9pRCL7nPLkgbJsxCxLG&gaa_ts=688ca798&gaa_sig=CYHKaPFctKbtd8zdRxcOedvKrvOEof4lyO-mm1pZ3nXZKVk-oM8om1vSdrLBbu8AyvRdNBJCqn1nrKVZRnLh7A%3D%3D,Trump Threatens 35% Tariff on Some Canadian Goods,The Wall Street Journal,3 weeks ago,"Trump previously applied 25% tariffs to non-USMCA goods and the new rate, announced in a letter to Canadian Prime Minister Mark Carney and posted on social...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d98bb9816a8361305689202ecc7573c8cb17e316811c8ff93.jpeg
98,https://www.nbcnews.com/world/asia/china-will-retaliate-trump-warns-asia-higher-tariffs-transshipments-rcna217414,China says it will retaliate on unfavorable deals after Trump warns Asia of higher tariffs,NBC News,3 weeks ago,"Chinese state media warned the Trump administration Tuesday against striking deals that sideline China, after the president announced that Asian countries...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d5ee478a887fe1be858838b2b5d44e6bd903aabc8e28b861d.jpeg
99,https://www.cbsnews.com/news/tariffs-trump-china-vietnam-july-9/,Tariffs could surge on July 9 with 90-day pause set to end. Here's what experts think could happen.,CBS News,1 month ago,"If the U.S. fails to arrange trade deals with some nations by the deadline, country-specific tariffs would take effect after midnight on July 9, substantially...",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d6d5356a711208b48387436f46700ef79b086af5651696ec8.jpeg
100,https://timesofindia.indiatimes.com/business/india-business/donald-trump-tariffs-news-live-updates-india-us-trade-deal-us-tariff-impact-august-1-deadline-russia-penalty-brics/liveblog/123011772.cms,"Donald Trump Tariffs News Live Updates: US unleashes revised global tariffs- Trade deficit, security cited in executive order; 68 countries, 27-member EU face hikes",Times of India,LIVE49 minutes ago,Donald Trump Tariffs News Live Updates: US President Donald Trump has signed an executive order for new tariffs on almost 70 countries which is set t.,https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d90427763896d88dab3d1834ea36bd525f743ff76275eed4f.jpeg
1,https://www.cnn.com/2025/07/10/business/canada-tariff-trump,"Trump threatens a 35% tariff on Canadian goods, and he may double what most other nations are charged",CNN,3 weeks ago,"Trump threatens a 35% tariff on Canadian goods, and he may double what most other nations are charged ... Lumber is one of the main items the United States...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce733a74a8239aa33e5667894339de3146df86bf5b77dbde6.jpeg
2,https://www.cnbc.com/2025/07/31/trump-tariffs-mexico-extension.html,Trump extends Mexico's 25% tariffs for 90 days as talks continue,CNBC,20 hours ago,President Donald Trump said he would not raise U.S. tariffs on Mexican goods beyond their current levels for 90 days.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4a9e0e62a8afc9c6cf6385db1727a4a77b5682f0434a6e47.jpeg
3,https://thehill.com/homenews/administration/5431225-trump-announces-new-reciprocal-tariff-rates/,Trump announces new ‘reciprocal’ tariff rates,The Hill,11 hours ago,"President Trump on Thursday announced tariff rates for dozens of countries that will take effect on Aug. 7, potentially upending the global trade system.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c10b5ad0cdb4020df974c9f3f21b82a6a8f755b5989790d2d.jpeg
4,https://www.reuters.com/world/india/india-pm-modi-faces-opposition-fury-after-trumps-25-tariff-threat-2025-07-31/,India PM Modi faces opposition fury after Trump's 25% tariff threat,Reuters,1 day ago,"Indian opposition parties criticised the government on Thursday, describing U.S. President Donald Trump's threat of a 25% tariff as a diplomatic failure for...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce7a296c2ddd84daf02a9756676308292df80e9b7543007e8.jpeg
5,https://www.bbc.com/news/articles/c939q47xlleo,Trump order ends global tariff exemption for low-cost goods,BBC,1 day ago,The de minimis exemption had allowed goods valued at $800 or less to enter the US without paying any tariffs.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c69a94db2deed87e1817b29b37774b54a96471c823bfddec2.jpeg
6,https://www.aljazeera.com/opinions/2025/7/11/trumps-tariff-threat-to-brazil-is-a-gift-to-lula,Trump’s tariff threat to Brazil is a gift to Lula,Al Jazeera,3 weeks ago,"In a provocative move that fuses foreign policy with ideological allegiance, United States President Donald Trump has threatened to impose a 50 percent tariff...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cee024ec2a819ebec7220eda4856b25ad0c8279e06851f60a.jpeg
7,https://thehill.com/homenews/administration/5387416-trump-tariff-letters-first-batch/,"Trump officials unveil new, delayed deadline for tariffs",The Hill,3 weeks ago,"Trump officials unveil new, delayed deadline for tariffs ... President Trump is set to send out a first batch of letters Monday to other nations informing them of...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cea3675b7d9d9fabbfedfa1e55be9dc57e9950be0cbd6f488.jpeg
8,https://www.cbsnews.com/news/stock-markets-react-trump-tariff-threats-eu-mexico/,Stock markets react to Trump's latest tariff threats against EU and Mexico,CBS News,2 weeks ago,Stock markets react to Trump's latest tariff threats against EU and Mexico ... European markets mostly fell Monday as investors digested President Trump's latest...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce8b43f11616a7bc6ffd693e0919a0a4abc0b96589804e06a.jpeg
9,https://www.nytimes.com/2025/07/15/world/europe/eu-tariffs-trump-us-retaliate.html,Would Europe Actually Retaliate Against Trump’s Tariffs?,The New York Times,2 weeks ago,"In April, E.U. policymakers approved a plan to impose tariffs on 21 billion euros (nearly $25 billion) of American goods. But they abruptly suspended them in a...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce976a83724a41302311eb57c8aa9ae1ac6e0e2735ed91fba.jpeg
10,https://finance.yahoo.com/news/live/live-president-trump-signs-tariffs-on-canada-mexico-china-191201531.html,"Trump tariffs live updates: Trump hits out at Canada, unleashes flurry of trade surprises",Yahoo Finance,1 day ago,Trump administration announces 50% tariffs on some copper imports. President Trump signed a proclamation on Wednesday to impose 50% tariffs on certain copper...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4a11cf39d0c3eacf74e3a9b687fb007420a57b3ec747483c.jpeg
11,https://www.cbsnews.com/news/trump-rebate-checks-tariff-revenue-debt/,Trump says he's considering rebate checks for Americans based on tariff revenue,CBS News,6 days ago,"President Trump said he's considering using money generated by U.S. tariffs to offer a ""little rebate"" to Americans.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0e26cca2de3638f931c48f1b3761efff866c18f50c885c19.jpeg
12,https://www.bloomberg.com/news/articles/2025-07-16/trump-says-he-ll-send-tariff-letters-to-more-than-150-countries,Trump Eyes Tariff Rate of 10% or 15% for More Than 150 Countries,Bloomberg,2 weeks ago,Takeaways by Bloomberg AI Hide · President Donald Trump said he would send letters to more than 150 countries notifying them their tariff rates could be 10% or...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5bdaec73eb9825009b42c0903db9cf49ed67b167f6f9068d.jpeg
13,https://www.bbc.com/news/articles/czxpdv5x54ko,US-EU tariff deal a big Trump win but not a total defeat for Brussels,BBC,4 days ago,"The agreement is a major step in Trump's plan to shake up global trade, which he says was weighted against America.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c97fedc8314b4e7cf297a63578ea6dc0308f910b28d4b672f.jpeg
14,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-gets-uk-trade-deal-as-eu-seeks-similar-offer-200619918.html,Trump tariffs live updates: Trump announces trade deal with South Korea featuring 15% tariff rate,Yahoo Finance,1 day ago,"In This Article: ... President Trump on Wednesday announced a trade deal with South Korea. The agreement includes a 15% tariff rate on imports from the country,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ccdb724e6d35dd7ee207056722c7df162770794d74a13a308.jpeg
15,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-japan-says-550-billion-investment-in-us-could-finance-taiwanese-chipmaker-trump-says-eu-deal-50-50-200619983.html,"Trump tariffs live updates: US, EU rush to finalize deal as 90-day extension of China trade truce likely",Yahoo Finance,2 days ago,The meeting will come as the two sides race to secure a deal ahead of next Friday — Trump's self-imposed deadline for 30% tariffs on EU goods to kick in. On...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c8cbd515f75d17b16e5c0736400a56801b032b76b98db269d.jpeg
16,https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",The New York Times,3 weeks ago,"Trump Pledges 50% Tariffs Against Brazil, Citing 'Witch Hunt' Against Bolsonaro. Tensions between the United States and Brazil have suddenly burst open.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cfe370e4a7b1549f4322366592f46f6f0a4baf48ebcdc28c1.jpeg
17,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-trump-lauds-eu-as-it-agrees-to-speed-up-trade-talks-with-us-191201056.html,"Trump tariffs live updates: US-EU deal details emerge as China talks begin, Trump seeks 15%-20% world tariff",Yahoo.co,3 days ago,The trade deal announced on Sunday imposes a 15% import tariff on most EU goods - lower than the 30% once threatened by U.S. President Donald Trump but well...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cd70dddcfc99125a09cacb024e4e92052a1f8bdaee9b75e4b.jpeg
18,https://www.nbcnews.com/now/video/trump-to-hit-canada-with-35-tariff-as-trade-deadline-looms-244173381752,Trump to hit Canada with 35% tariff as trade deadline looms,NBC News,9 hours ago,"President Trump will impose a 35% tariff on Canada, up from 25%, as the White House pushes countries to finalize trade deals. Mexico received a 90-day...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4abc3da245fcb215c718aa1bf23083fed6a11f17f03426e4.jpeg
19,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-trump-pursues-mini-trade-deals-as-tariff-deadline-nears-200619892.html,"Trump tariffs live updates: US and EU rush to finalize deal, 90-day extension of China trade truce likely",Yahoo.co,2 days ago,The trade deal announced on Sunday imposes a 15% import tariff on most EU goods - lower than the 30% once threatened by U.S. President Donald Trump but well...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3526accb7908e29776307e1efa96903616230746a22fdf31.png
20,https://www.cnbc.com/2025/08/01/cnbc-daily-open-trumps-new-new-tariff-rates-are-here-again.html,CNBC Daily Open: Trump's (new) new tariff rates are here (again),CNBC,10 hours ago,The White House could be aware that the dramatic shock of tariffs has less power to sway trade deals when staged a second time.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c41daeb8df075510d5ad176265236354bb516fb7b3ec12bec.jpeg
21,https://www.wsj.com/economy/trade/trumps-tariffs-are-being-picked-up-by-corporate-america-0befd9bd?gaa_at=eafs&gaa_n=ASWzDAglapN4aP_VYrv9tkdNmu6cSieT9Q2uvKsmzeYsEEei-uHAqEKMLbH7&gaa_ts=688ca79a&gaa_sig=wGjZXtKfUQWGuGatnbAuPI_KD6vKOEYhhqwOcChJObRmLYT4TrD4DlBveSjAe8zPLT6G1FTxSyKNTgu10KSA6w%3D%3D,Trump’s Tariffs Are Being Picked Up by Corporate America - WSJ,The Wall Street Journal,1 week ago,Neither consumers nor foreign countries are assuming much of the tariff burden. At least not yet.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cb9908ea031d9effa136780061f0d345ba594bed71b1b258b.jpeg
22,https://www.theguardian.com/us-news/2025/jul/31/trump-tariffs-court-challenge,Trump’s tariffs face skepticism in court hours before latest round is set to kick in,The Guardian,23 hours ago,Federal appeals court mulls whether US president exceeded authority in imposing 'reciprocal' tariffs on trading partners.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c30fd8ea27e4bf6101da5a2c0b43ca3a4cea88bce6e86c913.jpeg
23,https://www.aljazeera.com/news/2025/7/11/why-has-trump-hit-canada-with-a-35-percent-trade-tariff,Why has Trump hit Canada with a 35 percent trade tariff?,Al Jazeera,3 weeks ago,"In his inaugural address after taking over the US presidency on January 20, Trump announced a 25 percent tariff on all Canadian goods and a 10 percent tariff on...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0a33580501b1d6439dbb4444be19b6ebd3da89474f7d8503.jpeg
24,https://www.cnbc.com/2025/07/23/trump-announces-massive-trade-deal-with-japan-with-15percent-tariffs.html,"Trump announces 'massive' trade deal with Japan, setting tariffs at 15%",CNBC,1 week ago,"Trump announces 'massive' trade deal with Japan, setting tariffs at 15% ... President Donald Trump on Tuesday stateside announced a ""massive"" deal with Japan that...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5daf8896c4ac07bb9fc563022c564fe16664ee5d78842a75.jpeg
